year_code,quarter_code,commercial_district_code,total_foot_traffic_now,total_foot_traffic_previous,traffic_diff
2022,3,3110391,562070,444066,118004
2022,3,3110390,612961,620087,-7126
2022,3,3110389,379827,392406,-12579
2022,3,3110388,692849,655058,37791
2022,3,3110387,1776473,1628381,148092
2022,3,3110383,74183,190279,-116096
2022,3,3110382,610589,581280,29309
2022,3,3110381,434091,410825,23266
2022,3,3110380,693429,738269,-44840
2022,3,3110379,154928,188282,-33354
2022,3,3110378,788077,822759,-34682
2022,3,3110377,758677,681885,76792
2022,3,3110376,3242792,3924519,-681727
2022,3,3110375,604636,621268,-16632
2022,3,3110374,2500667,2701922,-201255
2022,3,3110373,1222938,1271579,-48641
2022,3,3110372,1680015,1831673,-151658
2022,3,3110371,669382,742374,-72992
2022,3,3110370,1248446,1491656,-243210
2022,3,3110369,1253758,1229120,24638
2022,3,3110368,2854251,2702152,152099
2022,3,3110367,1490714,1356589,134125
2022,3,3110366,626537,636892,-10355
2022,3,3110365,1769208,1763724,5484
2022,3,3110364,1559806,1590175,-30369
2022,3,3110363,291051,337863,-46812
2022,3,3110362,857412,948146,-90734
2022,3,3110361,864053,887860,-23807
2022,3,3110360,1203524,1459157,-255633
2022,3,3110359,1018546,1030314,-11768
2022,3,3110358,976991,1045031,-68040
2022,3,3110357,1045178,1119810,-74632
2022,3,3110356,1155689,1130260,25429
2022,3,3110355,1256884,1283426,-26542
2022,3,3110354,91990,88610,3380
2022,3,3110353,641889,758674,-116785
2022,3,3110352,1695404,1576090,119314
2022,3,3110351,621261,820284,-199023
2022,3,3110350,530425,565640,-35215
2022,3,3110349,651349,573256,78093
2022,3,3110348,2190858,2214879,-24021
2022,3,3110346,716792,516916,199876
2022,3,3110345,693204,690280,2924
2022,3,3110344,336814,317940,18874
2022,3,3110343,889547,952985,-63438
2022,3,3110342,1023222,1008040,15182
2022,3,3110341,237999,398571,-160572
2022,3,3110340,357331,288850,68481
2022,3,3110337,483800,481718,2082
2022,3,3110336,340825,385249,-44424
2022,3,3110335,1305208,1358988,-53780
2022,3,3110334,2269036,1713726,555310
2022,3,3110333,659459,999757,-340298
2022,3,3110332,290038,208145,81893
2022,3,3110331,1148330,1206849,-58519
2022,3,3110330,864860,887581,-22721
2022,3,3110329,503112,342899,160213
2022,3,3110328,1052535,953822,98713
2022,3,3110327,963724,1018561,-54837
2022,3,3110326,462638,488323,-25685
2022,3,3110325,1035431,1022501,12930
2022,3,3110323,1492820,1511041,-18221
2022,3,3110322,760135,883847,-123712
2022,3,3110320,187633,199619,-11986
2022,3,3110319,1143351,1428781,-285430
2022,3,3110318,1202140,1030279,171861
2022,3,3110317,714022,564433,149589
2022,3,3110316,2970034,2923131,46903
2022,3,3110315,1602448,1464029,138419
2022,3,3110314,756369,752272,4097
2022,3,3110313,1424912,1185277,239635
2022,3,3110312,462148,459333,2815
2022,3,3110310,36242,44279,-8037
2022,3,3110309,360886,370924,-10038
2022,3,3110308,1061081,655078,406003
2022,3,3110307,691708,658366,33342
2022,3,3110306,168982,100570,68412
2022,3,3110305,1969556,1809468,160088
2022,3,3110304,1018304,802630,215674
2022,3,3110303,1326326,1320355,5971
2022,3,3110302,269375,306876,-37501
2022,3,3110301,1615811,1559151,56660
2022,3,3110300,2806297,2832363,-26066
2022,3,3110299,1859953,1921676,-61723
2022,3,3110298,338006,278324,59682
2022,3,3110297,2377364,2010034,367330
2022,3,3110296,965140,952851,12289
2022,3,3110295,923533,981680,-58147
2022,3,3110294,1512121,1598173,-86052
2022,3,3110293,1430329,1420684,9645
2022,3,3110292,314195,312148,2047
2022,3,3110291,2092902,2194855,-101953
2022,3,3110290,203724,194364,9360
2022,3,3110289,1406217,1374891,31326
2022,3,3110288,312232,318191,-5959
2022,3,3110287,225811,228249,-2438
2022,3,3110286,679421,626016,53405
2022,3,3110285,133970,151962,-17992
2022,3,3110284,87579,100323,-12744
2022,3,3110283,149022,151034,-2012
2022,3,3110282,39352,34139,5213
2022,3,3110281,74213,84589,-10376
2022,3,3110280,257437,240217,17220
2022,3,3110278,781008,989385,-208377
2022,3,3110277,969658,1290890,-321232
2022,3,3110276,46991,53598,-6607
2022,3,3110275,564116,484308,79808
2022,3,3110274,1211142,1259927,-48785
2022,3,3110273,837428,758640,78788
2022,3,3110272,1280832,1255791,25041
2022,3,3110271,48782,46341,2441
2022,3,3110270,365850,447296,-81446
2022,3,3110269,457825,459850,-2025
2022,3,3110268,557985,567000,-9015
2022,3,3110267,1308319,1479959,-171640
2022,3,3110266,1570695,1739791,-169096
2022,3,3110265,518969,476332,42637
2022,3,3110264,2948520,2924142,24378
2022,3,3110263,1357414,2066190,-708776
2022,3,3110262,1898644,1652365,246279
2022,3,3110261,1510786,1544476,-33690
2022,3,3110260,1523215,1266178,257037
2022,3,3110259,1597119,1565768,31351
2022,3,3110258,735947,925171,-189224
2022,3,3110257,1770773,2029534,-258761
2022,3,3110256,1667575,1667678,-103
2022,3,3110255,1974284,2158884,-184600
2022,3,3110254,3521219,3934327,-413108
2022,3,3110253,797356,894610,-97254
2022,3,3110252,1000529,781020,219509
2022,3,3110251,741497,672633,68864
2022,3,3110250,470566,503684,-33118
2022,3,3110249,2147386,2041780,105606
2022,3,3110248,575011,566500,8511
2022,3,3110247,2232520,2095193,137327
2022,3,3110246,1423135,1303806,119329
2022,3,3110245,547368,538911,8457
2022,3,3110244,852268,959713,-107445
2022,3,3110243,754636,1096508,-341872
2022,3,3110242,512819,856799,-343980
2022,3,3110241,1003175,1175761,-172586
2022,3,3110240,695548,674007,21541
2022,3,3110238,91782,120626,-28844
2022,3,3110237,966375,1038003,-71628
2022,3,3110236,1982803,2006277,-23474
2022,3,3110234,310865,366594,-55729
2022,3,3110233,1210516,1464072,-253556
2022,3,3110232,822770,823383,-613
2022,3,3110230,1052987,997061,55926
2022,3,3110229,1822312,1779274,43038
2022,3,3110228,1544224,1688669,-144445
2022,3,3110227,556963,596930,-39967
2022,3,3110226,2593736,2573613,20123
2022,3,3110225,288583,455452,-166869
2022,3,3110224,640197,559093,81104
2022,3,3110221,273342,207010,66332
2022,3,3110220,1178314,1040473,137841
2022,3,3110219,1610867,1620304,-9437
2022,3,3110218,1319714,1223850,95864
2022,3,3110217,620720,636355,-15635
2022,3,3110216,317931,329071,-11140
2022,3,3110215,735047,714147,20900
2022,3,3110214,1489881,1172182,317699
2022,3,3110213,530402,481671,48731
2022,3,3110212,1069362,849215,220147
2022,3,3110211,2220205,2299982,-79777
2022,3,3110210,2234298,2020393,213905
2022,3,3110209,329392,371516,-42124
2022,3,3110208,390613,361715,28898
2022,3,3110207,539592,558694,-19102
2022,3,3110206,1462601,1644257,-181656
2022,3,3110205,2161057,1865770,295287
2022,3,3110204,1359950,1390832,-30882
2022,3,3110203,465537,671972,-206435
2022,3,3110201,134806,140601,-5795
2022,3,3110200,430244,475190,-44946
2022,3,3110199,318676,458872,-140196
2022,3,3110197,284400,301701,-17301
2022,3,3110195,1546108,1455909,90199
2022,3,3110194,344881,588922,-244041
2022,3,3110193,834726,769277,65449
2022,3,3110191,1655401,1144863,510538
2022,3,3110190,1115548,1313910,-198362
2022,3,3110189,973081,1047073,-73992
2022,3,3110188,840688,766904,73784
2022,3,3110187,2579362,2737340,-157978
2022,3,3110186,150522,155057,-4535
2022,3,3110185,644433,541306,103127
2022,3,3110184,272768,231224,41544
2022,3,3110183,576039,473604,102435
2022,3,3110182,801452,815230,-13778
2022,3,3110181,1418766,1073809,344957
2022,3,3110180,242553,252925,-10372
2022,3,3110179,510025,488881,21144
2022,3,3110178,320623,304948,15675
2022,3,3110177,98800,115874,-17074
2022,3,3110176,1291204,1519250,-228046
2022,3,3110175,1134570,1296625,-162055
2022,3,3110174,840129,955464,-115335
2022,3,3110173,385921,419879,-33958
2022,3,3110172,924953,843992,80961
2022,3,3110171,336864,296965,39899
2022,3,3110170,2946578,2915947,30631
2022,3,3110169,618007,591729,26278
2022,3,3110168,459691,480410,-20719
2022,3,3110167,1735597,1805425,-69828
2022,3,3110166,1985592,1930469,55123
2022,3,3110165,715069,779664,-64595
2022,3,3110164,451569,445316,6253
2022,3,3110163,619471,712570,-93099
2022,3,3110162,487037,560330,-73293
2022,3,3110161,976182,1106139,-129957
2022,3,3110160,508287,750596,-242309
2022,3,3110159,3472753,3401170,71583
2022,3,3110158,2598728,2500080,98648
2022,3,3110157,1415326,1243663,171663
2022,3,3110156,1088547,1087984,563
2022,3,3110155,872103,807588,64515
2022,3,3110154,1824539,2047529,-222990
2022,3,3110153,294592,364749,-70157
2022,3,3110152,261142,292324,-31182
2022,3,3110151,1334458,1365549,-31091
2022,3,3110150,1837886,1951940,-114054
2022,3,3110149,235819,258832,-23013
2022,3,3110148,573212,459373,113839
2022,3,3110147,908007,1115023,-207016
2022,3,3110146,1688576,1684870,3706
2022,3,3110144,398928,363747,35181
2022,3,3110142,1958683,1678664,280019
2022,3,3110141,1799407,1664032,135375
2022,3,3110140,2242428,2007453,234975
2022,3,3110139,2132681,1993437,139244
2022,3,3110138,1294232,1319178,-24946
2022,3,3110137,1502012,1324688,177324
2022,3,3110136,1229845,1249492,-19647
2022,3,3110135,217191,221202,-4011
2022,3,3110134,1438036,1555954,-117918
2022,3,3110133,354308,545410,-191102
2022,3,3110132,501262,612906,-111644
2022,3,3110131,776493,818858,-42365
2022,3,3110130,477697,486474,-8777
2022,3,3110129,190961,280055,-89094
2022,3,3110128,1296017,1414861,-118844
2022,3,3110127,141592,145550,-3958
2022,3,3110126,380754,291938,88816
2022,3,3110125,974865,860461,114404
2022,3,3110124,254128,549392,-295264
2022,3,3110123,785097,817861,-32764
2022,3,3110122,289719,311197,-21478
2022,3,3110121,146503,132651,13852
2022,3,3110120,682178,474635,207543
2022,3,3110118,826013,591656,234357
2022,3,3110117,494016,558727,-64711
2022,3,3110116,622599,693274,-70675
2022,3,3110115,758357,1034083,-275726
2022,3,3110114,402902,410783,-7881
2022,3,3110113,160595,180193,-19598
2022,3,3110112,846976,923279,-76303
2022,3,3110110,1000587,1029350,-28763
2022,3,3110109,323001,306325,16676
2022,3,3110107,63723,126673,-62950
2022,3,3110105,864920,868673,-3753
2022,3,3110104,1253646,1171125,82521
2022,3,3110103,332034,279583,52451
2022,3,3110102,536319,626424,-90105
2022,3,3110099,280581,310054,-29473
2022,3,3110098,86941,83975,2966
2022,3,3110096,258500,239522,18978
2022,3,3110095,486656,475376,11280
2022,3,3110093,2527428,2534511,-7083
2022,3,3110092,726036,746080,-20044
2022,3,3110090,595771,653195,-57424
2022,3,3110089,507620,522165,-14545
2022,3,3110088,385743,408358,-22615
2022,3,3110087,274606,252705,21901
2022,3,3110085,1329965,1320542,9423
2022,3,3110084,917876,866540,51336
2022,3,3110083,92603,100279,-7676
2022,3,3110082,388194,302348,85846
2022,3,3110081,1799335,1806639,-7304
2022,3,3110080,1428250,1743401,-315151
2022,3,3110079,2114982,2306019,-191037
2022,3,3110078,114624,114135,489
2022,3,3110077,549862,459078,90784
2022,3,3110075,858072,841494,16578
2022,3,3110074,763999,745823,18176
2022,3,3110073,227258,98169,129089
2022,3,3110071,39110,39196,-86
2022,3,3110070,50046,58475,-8429
2022,3,3110069,2307919,2156041,151878
2022,3,3110068,1711656,1619215,92441
2022,3,3110067,2410296,2323683,86613
2022,3,3110066,1331423,1336360,-4937
2022,3,3110065,56571,62253,-5682
2022,3,3110064,1361953,1502974,-141021
2022,3,3110063,840535,907447,-66912
2022,3,3110062,819334,871212,-51878
2022,3,3110061,1260958,1361489,-100531
2022,3,3110060,611202,665047,-53845
2022,3,3110059,898301,838836,59465
2022,3,3110058,1523504,1497219,26285
2022,3,3110057,787721,838067,-50346
2022,3,3110056,1957431,2067020,-109589
2022,3,3110055,506131,524951,-18820
2022,3,3110054,960623,1004505,-43882
2022,3,3110053,1061457,1236807,-175350
2022,3,3110052,579479,565115,14364
2022,3,3110051,911490,836014,75476
2022,3,3110050,414370,402512,11858
2022,3,3110049,687604,603782,83822
2022,3,3110048,821941,816887,5054
2022,3,3110047,598269,621936,-23667
2022,3,3110045,701270,591463,109807
2022,3,3110043,737285,745072,-7787
2022,3,3110042,183182,163945,19237
2022,3,3110041,310764,253733,57031
2022,3,3110040,172911,166077,6834
2022,3,3110039,88190,86355,1835
2022,3,3110037,870104,955115,-85011
2022,3,3110036,377077,349697,27380
2022,3,3110035,1323092,1465744,-142652
2022,3,3110033,685461,721708,-36247
2022,3,3110031,61202,76274,-15072
2022,3,3110030,142789,146017,-3228
2022,3,3110029,3277640,3050933,226707
2022,3,3110028,2623938,2585245,38693
2022,3,3110027,385225,376964,8261
2022,3,3110025,241228,225737,15491
2022,3,3110024,323937,306317,17620
2022,3,3110023,374669,427992,-53323
2022,3,3110022,559847,559589,258
2022,3,3110021,1399295,1191770,207525
2022,3,3110020,1915828,1693528,222300
2022,3,3110018,468901,395900,73001
2022,3,3110017,459804,431974,27830
2022,3,3110016,35266,31064,4202
2022,3,3110014,55984,50024,5960
2022,3,3110012,616940,547750,69190
2022,3,3110010,171884,197159,-25275
2022,3,3110009,172025,178673,-6648
2022,3,3110008,1285556,1344603,-59047
2022,3,3110007,876340,939803,-63463
2022,3,3110006,6894,9637,-2743
2022,3,3110005,121114,137538,-16424
2022,3,3110004,545454,643178,-97724
2022,3,3110003,634516,714379,-79863
2022,3,3110002,577170,543648,33522
2022,3,3110001,152037,129831,22206
2022,2,3111089,831137,1015413,-184276
2022,2,3111088,320910,437599,-116689
2022,2,3111087,219530,328107,-108577
2022,2,3111086,380220,400025,-19805
2022,2,3111085,840202,981205,-141003
2022,2,3111084,192701,171013,21688
2022,2,3111083,971791,929544,42247
2022,2,3111082,140941,192677,-51736
2022,2,3111080,563666,481546,82120
2022,2,3111079,361052,391848,-30796
2022,2,3111078,4062309,3911604,150705
2022,2,3111077,3297767,3191270,106497
2022,2,3111076,437598,512812,-75214
2022,2,3111075,1500523,1426482,74041
2022,2,3111074,617550,674209,-56659
2022,2,3111073,3591131,3136297,454834
2022,2,3111072,2230206,2313663,-83457
2022,2,3111071,530411,427850,102561
2022,2,3111070,1504200,2107118,-602918
2022,2,3111069,2656436,2425334,231102
2022,2,3111068,251235,252169,-934
2022,2,3111067,2571669,2752550,-180881
2022,2,3111066,1235481,1162004,73477
2022,2,3111065,587982,734741,-146759
2022,2,3111064,525387,627199,-101812
2022,2,3111063,1404886,1493078,-88192
2022,2,3111062,899495,744122,155373
2022,2,3111061,3054434,2720904,333530
2022,2,3111060,3540886,3193519,347367
2022,2,3111059,3393472,3470637,-77165
2022,2,3111058,471160,579159,-107999
2022,2,3111057,931072,909358,21714
2022,2,3111056,347383,281445,65938
2022,2,3111055,27985,26031,1954
2022,2,3111054,199988,170702,29286
2022,2,3111053,1136170,1196894,-60724
2022,2,3111052,1260286,1004110,256176
2022,2,3111051,2893405,2982315,-88910
2022,2,3111049,1287310,1285276,2034
2022,2,3111047,270806,525585,-254779
2022,2,3111046,2058625,2388088,-329463
2022,2,3111045,273959,229787,44172
2022,2,3111044,1441632,1468647,-27015
2022,2,3111043,712179,692661,19518
2022,2,3111042,1905547,1746628,158919
2022,2,3111040,618512,620262,-1750
2022,2,3111039,990736,839889,150847
2022,2,3111038,444259,718417,-274158
2022,2,3111037,245904,247324,-1420
2022,2,3111036,354867,333745,21122
2022,2,3111035,823489,876665,-53176
2022,2,3111034,847409,736390,111019
2022,2,3111033,48506,113552,-65046
2022,2,3111032,375313,569720,-194407
2022,2,3111031,971361,635535,335826
2022,2,3111030,1413573,979849,433724
2022,2,3111029,186845,216626,-29781
2022,2,3111028,940076,640900,299176
2022,2,3111027,919793,1397421,-477628
2022,2,3111026,935778,1065072,-129294
2022,2,3111025,789347,691417,97930
2022,2,3111024,434512,426418,8094
2022,2,3111023,875867,691649,184218
2022,2,3111022,372741,496645,-123904
2022,2,3111021,2349518,2505755,-156237
2022,2,3111020,233585,128206,105379
2022,2,3111019,1480512,1514424,-33912
2022,2,3111017,190138,322286,-132148
2022,2,3111016,747031,835543,-88512
2022,2,3111015,2034909,2042824,-7915
2022,2,3111014,739036,547911,191125
2022,2,3111013,2457091,2297413,159678
2022,2,3111012,1034498,1469175,-434677
2022,2,3111011,36933,65689,-28756
2022,2,3111010,1865758,2077985,-212227
2022,2,3111009,241411,268489,-27078
2022,2,3111008,744972,677010,67962
2022,2,3111007,1239377,1192137,47240
2022,2,3111006,2336053,2190452,145601
2022,2,3111005,1434984,1285233,149751
2022,2,3111004,2309320,2209681,99639
2022,2,3111003,2075947,1996549,79398
2022,2,3111001,51006,60438,-9432
2022,2,3110999,151319,163952,-12633
2022,2,3110997,2012571,2719240,-706669
2022,2,3110996,744255,672094,72161
2022,2,3110995,592808,646310,-53502
2022,2,3110994,485580,572232,-86652
2022,2,3110992,1920712,1835340,85372
2022,2,3110989,690559,718574,-28015
2022,2,3110988,127337,197808,-70471
2022,2,3110984,942177,902170,40007
2022,2,3110983,459352,393125,66227
2022,2,3110982,357951,376811,-18860
2022,2,3110981,426501,443606,-17105
2022,2,3110980,538000,421176,116824
2022,2,3110979,328543,292513,36030
2022,2,3110976,742194,765647,-23453
2022,2,3110975,320980,264575,56405
2022,2,3110974,445764,513394,-67630
2022,2,3110973,1157676,1084333,73343
2022,2,3110972,353230,293674,59556
2022,2,3110971,801351,969310,-167959
2022,2,3110970,352513,426021,-73508
2022,2,3110969,798395,681293,117102
2022,2,3110968,299532,278264,21268
2022,2,3110967,724580,628285,96295
2022,2,3110966,1692375,1700619,-8244
2022,2,3110961,916220,1177170,-260950
2022,2,3110959,60604,125338,-64734
2022,2,3110958,624936,617438,7498
2022,2,3110957,910322,853636,56686
2022,2,3110956,447761,340122,107639
2022,2,3110955,2883664,2819578,64086
2022,2,3110954,461153,434935,26218
2022,2,3110953,440834,411726,29108
2022,2,3110952,219900,215442,4458
2022,2,3110951,598915,626391,-27476
2022,2,3110949,386687,326713,59974
2022,2,3110947,40565,54749,-14184
2022,2,3110945,33414,42989,-9575
2022,2,3110943,496395,516890,-20495
2022,2,3110942,1782038,1789144,-7106
2022,2,3110940,407419,352757,54662
2022,2,3110939,1988732,1884652,104080
2022,2,3110936,206232,182203,24029
2022,2,3110935,643296,427679,215617
2022,2,3110934,428974,409604,19370
2022,2,3110932,239519,247584,-8065
2022,2,3110931,24640,22677,1963
2022,2,3110930,591557,602811,-11254
2022,2,3110929,1546407,1072637,473770
2022,2,3110926,1073432,1087494,-14062
2022,2,3110925,617752,575302,42450
2022,2,3110924,444902,672817,-227915
2022,2,3110922,838749,822170,16579
2022,2,3110921,421154,318246,102908
2022,2,3110919,660942,697385,-36443
2022,2,3110918,1051521,1072752,-21231
2022,2,3110917,110443,108837,1606
2022,2,3110916,785595,634930,150665
2022,2,3110915,184061,216276,-32215
2022,2,3110913,859915,1098607,-238692
2022,2,3110912,171517,205723,-34206
2022,2,3110910,362975,331194,31781
2022,2,3110908,22882,101431,-78549
2022,2,3110907,887750,1004057,-116307
2022,2,3110906,559883,422469,137414
2022,2,3110905,418929,557087,-138158
2022,2,3110904,261658,247688,13970
2022,2,3110903,826270,1012425,-186155
2022,2,3110902,2371751,3043358,-671607
2022,2,3110901,1183901,1374578,-190677
2022,2,3110900,1917258,1446152,471106
2022,2,3110899,978066,780833,197233
2022,2,3110897,1506511,1824360,-317849
2022,2,3110896,201277,193471,7806
2022,2,3110895,3936707,3725475,211232
2022,2,3110893,86944,60863,26081
2022,2,3110892,4765615,4986225,-220610
2022,2,3110891,147016,313516,-166500
2022,2,3110890,851743,657910,193833
2022,2,3110889,493061,395420,97641
2022,2,3110888,726837,857600,-130763
2022,2,3110887,523087,513974,9113
2022,2,3110886,1137610,1036066,101544
2022,2,3110885,1461027,1539067,-78040
2022,2,3110884,774529,809898,-35369
2022,2,3110883,1159577,1382716,-223139
2022,2,3110882,1656311,1634977,21334
2022,2,3110881,4391647,3955180,436467
2022,2,3110880,493916,464566,29350
2022,2,3110879,296407,320465,-24058
2022,2,3110878,713230,556254,156976
2022,2,3110877,1352886,1189193,163693
2022,2,3110876,580655,642260,-61605
2022,2,3110875,173414,173384,30
2022,2,3110874,1965060,2160078,-195018
2022,2,3110873,661996,1040500,-378504
2022,2,3110872,799463,745212,54251
2022,2,3110871,740563,647712,92851
2022,2,3110869,4713491,3949190,764301
2022,2,3110868,731116,884196,-153080
2022,2,3110867,1315631,1249700,65931
2022,2,3110866,1272469,1052157,220312
2022,2,3110865,2216555,2169798,46757
2022,2,3110864,1782532,1753114,29418
2022,2,3110863,931871,1292230,-360359
2022,2,3110862,740511,750301,-9790
2022,2,3110861,2112716,1792913,319803
2022,2,3110860,486038,491903,-5865
2022,2,3110859,586431,376188,210243
2022,2,3110858,502012,376577,125435
2022,2,3110857,1110693,1198271,-87578
2022,2,3110856,888439,859834,28605
2022,2,3110855,1317326,1854533,-537207
2022,2,3110854,428616,312277,116339
2022,2,3110853,1770760,1596990,173770
2022,2,3110852,778394,622430,155964
2022,2,3110851,1186040,915901,270139
2022,2,3110850,2564820,2750526,-185706
2022,2,3110849,1867712,1476239,391473
2022,2,3110848,1448207,1390732,57475
2022,2,3110847,874741,845268,29473
2022,2,3110846,2819947,3062726,-242779
2022,2,3110845,388186,414955,-26769
2022,2,3110843,489008,640937,-151929
2022,2,3110842,165884,187733,-21849
2022,2,3110841,1421098,1271385,149713
2022,2,3110840,963766,865385,98381
2022,2,3110839,781231,799315,-18084
2022,2,3110838,152362,134739,17623
2022,2,3110837,1900732,1689107,211625
2022,2,3110836,1550973,1952889,-401916
2022,2,3110835,162976,156506,6470
2022,2,3110833,598244,473551,124693
2022,2,3110832,601311,575919,25392
2022,2,3110831,531073,472138,58935
2022,2,3110830,593594,883566,-289972
2022,2,3110829,744866,892981,-148115
2022,2,3110828,1880340,1984433,-104093
2022,2,3110827,569912,587769,-17857
2022,2,3110826,725238,1013192,-287954
2022,2,3110825,2071345,2192733,-121388
2022,2,3110824,262863,338884,-76021
2022,2,3110823,694445,677378,17067
2022,2,3110822,568546,690988,-122442
2022,2,3110821,1399833,1310473,89360
2022,2,3110820,872929,929581,-56652
2022,2,3110819,836282,948263,-111981
2022,2,3110818,154028,148093,5935
2022,2,3110817,327969,311068,16901
2022,2,3110816,718193,677900,40293
2022,2,3110815,1545950,1575869,-29919
2022,2,3110814,1388848,1359154,29694
2022,2,3110813,1310206,1122693,187513
2022,2,3110812,605664,680063,-74399
2022,2,3110811,436812,409211,27601
2022,2,3110810,1644995,1628557,16438
2022,2,3110809,415346,479900,-64554
2022,2,3110807,488405,466433,21972
2022,2,3110805,316542,305239,11303
2022,2,3110804,865956,868710,-2754
2022,2,3110803,1342814,1358547,-15733
2022,2,3110802,590315,495793,94522
2022,2,3110800,156306,159387,-3081
2022,2,3110799,171676,240208,-68532
2022,2,3110798,133104,133878,-774
2022,2,3110796,84563,99251,-14688
2022,2,3110795,1111326,1082306,29020
2022,2,3110794,849832,658917,190915
2022,2,3110792,2140773,2258049,-117276
2022,2,3110791,115876,81268,34608
2022,2,3110790,728247,1606882,-878635
2022,2,3110789,567812,488428,79384
2022,2,3110788,83972,78901,5071
2022,2,3110787,1287967,1835200,-547233
2022,2,3110786,422344,422677,-333
2022,2,3110785,1088925,1027026,61899
2022,2,3110784,195942,190740,5202
2022,2,3110783,232082,541118,-309036
2022,2,3110782,184598,386951,-202353
2022,2,3110781,1340522,1242713,97809
2022,2,3110780,334757,350140,-15383
2022,2,3110778,1227777,1528603,-300826
2022,2,3110777,266202,291556,-25354
2022,2,3110776,805026,883622,-78596
2022,2,3110775,309395,191133,118262
2022,2,3110774,478308,503904,-25596
2022,2,3110772,321287,286531,34756
2022,2,3110771,423149,345782,77367
2022,2,3110770,649556,900775,-251219
2022,2,3110769,517724,442021,75703
2022,2,3110768,222173,181633,40540
2022,2,3110767,253570,255786,-2216
2022,2,3110766,1230753,1140260,90493
2022,2,3110765,325251,271430,53821
2022,2,3110762,1837143,1699042,138101
2022,2,3110760,772011,710330,61681
2022,2,3110758,358095,344516,13579
2022,2,3110757,205887,210667,-4780
2022,2,3110756,215909,222031,-6122
2022,2,3110755,266436,318625,-52189
2022,2,3110754,1509782,1059355,450427
2022,2,3110753,1004669,1094813,-90144
2022,2,3110752,781327,1077134,-295807
2022,2,3110751,1009017,1116096,-107079
2022,2,3110750,876889,906587,-29698
2022,2,3110749,608378,597536,10842
2022,2,3110748,374387,462003,-87616
2022,2,3110747,156529,154369,2160
2022,2,3110746,210408,359041,-148633
2022,2,3110745,417513,733330,-315817
2022,2,3110744,1614892,1854416,-239524
2022,2,3110743,890975,823786,67189
2022,2,3110742,70863,65157,5706
2022,2,3110741,626260,540373,85887
2022,2,3110740,1555593,1296440,259153
2022,2,3110739,29944,28895,1049
2022,2,3110738,888302,771465,116837
2022,2,3110737,1570345,1337568,232777
2022,2,3110736,813336,677264,136072
2022,2,3110735,1095627,1094599,1028
2022,2,3110734,22825,43385,-20560
2022,2,3110733,238521,270281,-31760
2022,2,3110732,359003,427532,-68529
2022,2,3110731,445931,313607,132324
2022,2,3110730,540242,460037,80205
2022,2,3110729,607517,574509,33008
2022,2,3110728,172975,230742,-57767
2022,2,3110727,379026,245352,133674
2022,2,3110726,247945,369750,-121805
2022,2,3110725,215475,273655,-58180
2022,2,3110724,618327,662090,-43763
2022,2,3110723,304226,292398,11828
2022,2,3110722,356030,314034,41996
2022,2,3110721,1125484,876707,248777
2022,2,3110720,1053952,1082898,-28946
2022,2,3110719,309623,255115,54508
2022,2,3110718,969034,892868,76166
2022,2,3110717,3006486,3550160,-543674
2022,2,3110716,410540,343715,66825
2022,2,3110715,295090,334265,-39175
2022,2,3110714,1542419,1444437,97982
2022,2,3110713,2826905,2788708,38197
2022,2,3110712,2086279,1795038,291241
2022,2,3110711,1294880,1179805,115075
2022,2,3110710,2357426,2939258,-581832
2022,2,3110709,1290144,1128027,162117
2022,2,3110708,353392,375642,-22250
2022,2,3110707,1127802,1251013,-123211
2022,2,3110706,294212,245190,49022
2022,2,3110703,620683,625601,-4918
2022,2,3110702,1085231,759083,326148
2022,2,3110701,677330,382127,295203
2022,2,3110700,963625,930295,33330
2022,2,3110699,504396,518297,-13901
2022,2,3110698,713574,680499,33075
2022,2,3110697,551799,515654,36145
2022,2,3110696,594075,744183,-150108
2022,2,3110695,1610900,1899710,-288810
2022,2,3110694,1854474,2128834,-274360
2022,2,3110693,102904,94945,7959
2022,2,3110692,1014213,807614,206599
2022,2,3110691,715768,970791,-255023
2022,2,3110690,1923619,1953022,-29403
2022,2,3110689,662904,711756,-48852
2022,2,3110688,970411,844819,125592
2022,2,3110687,61932,172439,-110507
2022,2,3110686,759932,926657,-166725
2022,2,3110684,58476,337544,-279068
2022,2,3110683,277253,284506,-7253
2022,2,3110681,29670,36249,-6579
2022,2,3110680,224010,327127,-103117
2022,2,3110679,249036,240012,9024
2022,2,3110678,170586,214232,-43646
2022,2,3110677,183859,250098,-66239
2022,2,3110676,452165,518051,-65886
2022,2,3110675,1681499,1742016,-60517
2022,2,3110673,663905,930397,-266492
2022,2,3110672,674317,624990,49327
2022,2,3110671,2102388,2149459,-47071
2022,2,3110670,1556836,1350228,206608
2022,2,3110668,1763670,1509649,254021
2022,2,3110666,203460,289945,-86485
2022,2,3110665,1133828,1417915,-284087
2022,2,3110664,238829,209006,29823
2022,2,3110663,257487,322606,-65119
2022,2,3110662,2535842,2313137,222705
2022,2,3110661,281993,346391,-64398
2022,2,3110660,710602,679222,31380
2022,2,3110659,4772045,4924316,-152271
2022,2,3110658,888647,1105434,-216787
2022,2,3110657,714814,762061,-47247
2022,2,3110656,6044827,5572994,471833
2022,2,3110655,389554,363579,25975
2022,2,3110654,2390334,2959381,-569047
2022,2,3110653,970114,739766,230348
2022,2,3110652,312153,288850,23303
