year_code,quarter_code,commercial_district_code,commercial_change_now,rdi_now,store_density_now,commercial_change_previous,rdi_previous,store_density_previous,rdi_diff,store_density_diff,commercial_change_diff
2022,1,3110354,0,1.673023280941815,0.0034147174321324,2,1.5259042901829938,0.003300893517728,0.1471189907588213,0.00011382391440440016,-2
2022,1,3110505,1,3.4772742471535456,0.0008937391222541,1,3.724668148639904,0.0009407780234253,-0.2473939014863582,-4.703890117119995e-05,0
2022,1,3110413,2,2.881857612749921,0.0009818030207254,2,4.748153103989617,0.0009145562384839,-1.866295491239696,6.724678224149995e-05,0
2022,1,3110444,1,2.775963992696632,0.0002713520113967,1,2.634838716442587,0.0002577844108269,0.14112527625404514,1.3567600569799974e-05,0
2022,1,3110862,1,2.5347474019325573,0.0014471032094681,1,2.426980157263949,0.0014126483711475,0.10776724466860843,3.4454838320599956e-05,0
2022,1,3110771,2,1.7969050283473054,0.0020102564102564,2,1.3525766780724475,0.0016,0.44432835027485784,0.0004102564102563997,0
2022,1,3110843,2,3.140263675392788,0.0019569933037819,0,3.044585035997541,0.001721210978025,0.0956786393952469,0.0002357823257568999,2
2022,1,3110234,1,3.0100870530959702,0.0011297307475051,1,2.967093712576692,0.0011297307475051,0.04299334051927817,0.0,0
2022,1,3110734,0,2.13381663360448,0.0012543304264723,0,2.129223185039091,0.0009556803249313,0.004593448565389124,0.00029865010154100013,0
2022,1,3110925,1,4.029143620183584,0.0015303709062578,1,4.188546585189679,0.0014329836667686,-0.15940296500609463,9.738723948919995e-05,0
2022,1,3110050,3,2.996937462615651,0.0015338754956154,3,2.4373499482728533,0.0014470523543541,0.5595875143427977,8.682314126129994e-05,0
2022,1,3110310,1,1.824607043951214,0.0010482658037464,1,1.918794369116504,0.0009571122555945,-0.09418732516528983,9.115354815190002e-05,0
2022,1,3110954,2,1.5094842316142625,0.0009296715997889,2,1.5042562226538507,0.0010050503781502,0.005228008960411756,-7.537877836129986e-05,0
2022,1,3110681,1,1.9531095697837884,0.0003401649800153,1,1.8279654205623428,0.000328016230729,0.12514414922144557,1.2148749286299964e-05,0
2022,1,3110171,2,1.5781694043042769,0.0007101234361619,2,1.739105114331282,0.0006683514693289,-0.16093571002700502,4.177196683299996e-05,0
2022,1,3110039,3,1.2873349037683146,0.0024174053182917,3,1.3020283440456764,0.0025181305398871,-0.014693440277361747,-0.00010072522159539988,0
2022,1,3110959,1,1.70677311870169,0.0008342602892102,1,1.8391120984990696,0.0008620689655172,-0.13233897979737974,-2.780867630699992e-05,0
2022,1,3110023,1,1.7128040020784727,0.0020038825223871,1,1.476851137895821,0.0018160185359133,0.23595286418265182,0.00018786398647379992,0
2022,1,3110035,0,4.247399705887813,0.0015347831988222,0,4.053542458126971,0.001440816880527,0.19385724776084157,9.396631829520011e-05,0
2022,1,3110036,2,1.762836720319837,0.003201128533449,2,1.834723890193117,0.0026585643752373,-0.07188716987328014,0.0005425641582117,0
2022,1,3110660,2,2.711913767901533,0.0033656035319039,2,2.721736803703441,0.0032798136379534,-0.00982303580190802,8.578989395049974e-05,0
2022,1,3110181,1,1.5900300969583423,0.0016296641198755,1,1.5308483755587852,0.0015308965974588,0.05918172139955713,9.87675224167e-05,0
2022,1,3110030,1,2.194925876463259,0.0038205436087763,1,2.284420186149303,0.0040388603864206,-0.0894943096860441,-0.0002183167776443006,0
2022,1,3110054,2,2.2603513360982785,0.0039187332803123,2,2.212614053649489,0.0035427662497288,0.04773728244878939,0.0003759670305835002,0
2022,1,3110587,1,3.473235479116833,0.0017617351133382,1,3.4852768175524536,0.001813934672252,-0.012041338435620386,-5.219955891379996e-05,0
2022,1,3110846,2,5.856165265772984,0.0016808226143618,2,5.956539335134828,0.0015678261360854,-0.10037406936184379,0.00011299647827640001,0
2022,1,3111089,0,2.684117874671609,0.0030880001260408,2,2.696936040413036,0.0030328572666472,-0.012818165741427023,5.51428593935999e-05,-2
2022,1,3110226,2,5.359554582709812,0.0025851725139141,2,5.033142822309066,0.0024627353853796,0.32641176040074615,0.00012243712853449986,0
2022,1,3110454,2,3.162601921477984,0.0011431008743868,2,3.095230565922898,0.0011175090637662,0.06737135555508633,2.559181062059988e-05,0
2022,1,3110971,2,2.9802674123249187,0.0012310279083034,2,2.881579668212705,0.0011259401600336,0.0986877441122136,0.00010508774826979987,0
2022,1,3111049,2,2.762238150925957,0.0019198724914873,2,3.4302132652641117,0.0016844164312106,-0.6679751143381547,0.00023545606027670007,0
2022,1,3110378,2,2.6201449933648613,0.0019753922564623,2,2.342964559688792,0.0018813259585355,0.27718043367606926,9.406629792680006e-05,0
2022,1,3110188,1,4.707631664688408,0.0014162355671826,1,3.8030091502545007,0.001350669105739,0.9046225144339077,6.55664614436001e-05,0
2022,1,3110151,3,4.494702318960886,0.0022310223659992,3,4.442544346748448,0.0020451038354992,0.052157972212438786,0.00018591853050000003,0
2022,1,3110446,0,2.5695325328338274,0.0010876112709992,0,2.190864260727111,0.0010541463088146,0.3786682721067165,3.3464962184599984e-05,0
2022,1,3110302,1,2.740252718177667,0.0023988627613575,1,2.4341409673838643,0.0022655926079488,0.3061117507938027,0.0001332701534086998,0
2022,1,3110006,3,1.7654092189275257,0.0002295433181033,3,1.51924113723047,0.0001967514155171,0.24616808169705573,3.2791902586199985e-05,0
2022,1,3110256,2,7.356278802037308,0.001338676017867,2,5.065397380476853,0.0012395148313583,2.2908814215604556,9.916118650869993e-05,0
2022,1,3110664,0,1.3816101137105872,0.0029468684025334,0,1.5469006377023014,0.0026829697396199,-0.16529052399171418,0.00026389866291349996,0
2022,1,3110040,1,2.8652903188651524,0.0015083549749481,1,2.6086080532464258,0.0015739356260328,0.25668226561872665,-6.558065108470002e-05,0
2022,1,3110115,1,6.26145786415462,0.0024357674522119,1,5.682464554232624,0.0023615816414847,0.5789933099219962,7.418581072719983e-05,0
2022,1,3110472,2,2.651797715576072,0.0020423831779184,2,2.630754184701388,0.0019231199266531,0.021043530874683913,0.00011926325126530011,0
2022,1,3110668,2,3.217746669210661,0.0017629478727095,2,2.86626517749842,0.0016789979740091,0.3514814917122413,8.394989870040017e-05,0
2022,1,3110760,2,4.118319692118562,0.0012910377204707,2,3.587074670257744,0.0012453949727773,0.5312450218608182,4.564274769339985e-05,0
2022,1,3110800,1,2.118696822971572,0.0012072316118014,1,1.927999649235946,0.0011188975914257,0.19069717373562622,8.833402037569985e-05,0
2022,1,3110541,2,3.468685464923952,0.0026230611618676,2,3.1053261496885107,0.0024448909697407,0.3633593152354413,0.00017817019212689996,0
2022,1,3110814,1,6.345690051325104,0.001229412637514,1,4.73475476125954,0.0012152814577725,1.610935290065564,1.4131179741500022e-05,0
2022,1,3110421,3,1.561112633904591,0.0028225921999025,3,1.676755545052147,0.0028082643207152,-0.11564291114755587,1.4327879187299962e-05,0
2022,1,3110116,3,0.7190747373410369,0.0021614347032615,3,0.7176493152906468,0.00206967568284,0.0014254220503900905,9.175902042150028e-05,0
2022,1,3111077,0,5.5442295587242,0.0021884847675796,0,5.919199474699479,0.0021075796005711,-0.37496991597527884,8.090516700849995e-05,0
2022,1,3110553,2,3.580378271730781,0.0019531947835407,2,3.293381386916661,0.0018579169892216,0.28699688481412,9.527779431909981e-05,0
2022,1,3110048,3,1.3906459598758043,0.001179888795481,1,1.345799618517373,0.0010397770010176,0.04484634135843124,0.00014011179446339985,2
2022,1,3110199,1,2.7181640375743554,0.0022897376819268,1,2.852271453702383,0.0022897376819268,-0.1341074161280278,0.0,0
2022,1,3110932,0,3.7103368536707593,0.0012737898995953,0,3.0687943932381554,0.0012737898995953,0.6415424604326039,0.0,0
2022,1,3111007,2,3.347087558135472,0.001502477554825,2,4.184917626435852,0.0013368983957219,-0.8378300683003799,0.00016557915910310017,0
2022,1,3110895,2,1.6892018218417133,0.0016200775481346,3,1.5773847430539056,0.0015376469879556,0.11181707878780767,8.243056017899985e-05,-1
2022,1,3110264,2,3.8552661602610137,0.0017331342072754,2,4.0550059644794985,0.0016271180190644,-0.1997398042184848,0.00010601618821100018,0
2022,1,3110816,3,3.065901815049564,0.0009855311037948,3,3.118063514726012,0.0009097210188875,-0.05216169967644779,7.581008490729999e-05,0
2022,1,3110652,3,2.628673739166464,0.0013710177013618,3,2.466228661321164,0.0012288380878873,0.16244507784529993,0.00014217961347450002,0
2022,1,3110134,2,5.050200872366654,0.0014540493479216,0,3.891410055420351,0.0013642932153339,1.1587908169463028,8.975613258770001e-05,2
2022,1,3110828,1,4.568944314409812,0.0012153334571172,1,4.1125102170147,0.0011773542865823,0.4564340973951122,3.7979170534900054e-05,0
2022,1,3110528,3,2.297067862743269,0.0018201122402548,3,2.321735308747544,0.0016515833291201,-0.02466744600427484,0.00016852891113470006,0
2022,1,3110688,2,2.818714249511844,0.0011135021519367,2,2.9205976973396206,0.001038434591132,-0.10188344782777659,7.506756080469983e-05,0
2022,1,3110559,2,2.311462062787353,0.0044840824991815,2,2.2356962199388186,0.0040872610390769,0.07576584284853416,0.0003968214601046006,0
2022,1,3110542,2,3.3961836263134693,0.0023047810053697,2,2.909767937947835,0.0020621724784887,0.4864156883656343,0.00024260852688099983,0
2022,1,3110659,2,2.6747482212483864,0.0013144199920598,2,3.1105566079075286,0.0011910254621929,-0.43580838665914223,0.00012339452986690012,0
2022,1,3110271,1,3.048500580286827,0.0002930832356389,1,2.023199058778962,0.0003197271661515,1.0253015215078647,-2.6643930512599992e-05,0
2022,1,3110819,0,4.153117682673948,0.0015336746403036,0,3.5918288680466075,0.0013957542589813,0.5612888146273409,0.00013792038132229983,0
2022,1,3110926,0,3.6080108670729834,0.0013955887260702,0,3.2843902947043464,0.0013045720700221,0.32362057236863695,9.101665604809993e-05,0
2022,1,3110551,2,4.301953645812573,0.0018121943139967,2,4.072986706888863,0.0017245074923517,0.22896693892371012,8.76868216450001e-05,0
2022,1,3110503,2,2.6411985644366176,0.0019709717860235,2,2.5434252152564656,0.0018546521396352,0.09777334918015201,0.00011631964638830002,0
2022,1,3110495,2,3.084929635238204,0.0012948012099318,2,2.9068480191003263,0.0012240767740952,0.17808161613787776,7.072443583659997e-05,0
2022,1,3110387,0,3.704365153274325,0.0011679238068754,0,4.307746919609225,0.001077548750391,-0.6033817663349001,9.037505648440002e-05,0
2022,1,3110996,0,1.9180754862138885,0.0009305128455082,0,1.8162621685158509,0.0009305128455082,0.10181331769803759,0.0,0
2022,1,3110794,2,2.0011846493495877,0.0019926689463455,2,2.0853676456482955,0.0016851583064774,-0.08418299629870774,0.0003075106398681001,0
2022,1,3111067,2,3.36340441910627,0.001588500044125,2,3.648937675990832,0.0014463194846199,-0.28553325688456166,0.00014218055950510002,0
2022,1,3110711,0,2.455880513756107,0.0017324178693807,0,2.299328903850256,0.0015731882857979,0.15655160990585104,0.00015922958358280002,0
2022,1,3111003,0,4.127102182285461,0.0019240988803576,1,3.8438011912706074,0.0017958256216671,0.28330099101485384,0.00012827325869049994,-1
2022,1,3110484,2,2.0271978067280023,0.0009029651705977,3,1.9120587472086557,0.0008090150372407,0.11513905951934666,9.395013335700001e-05,-1
2022,1,3110471,3,4.405354888358096,0.0016324023791052,3,4.602165707262193,0.0015031031807602,-0.19681081890409668,0.00012929919834499997,0
2022,1,3110148,3,1.92391691361696,0.0015953843127827,3,1.6004980420341608,0.0014424022553926,0.32341887158279925,0.0001529820573900999,0
2022,1,3110238,2,1.746450514984516,0.0014396380338657,2,1.7467365223325335,0.0011996983615548,-0.00028600734801753624,0.0002399396723109001,0
2022,1,3110212,3,3.249231349470552,0.0024943814674866,3,3.237120168738252,0.0025561235830184,0.01211118073230022,-6.174211553179989e-05,0
2022,1,3110888,3,1.788274338333485,0.0031534325889164,3,1.5746222350010974,0.0028691066997518,0.2136521033323875,0.0002843258891645998,0
2022,1,3111034,3,4.596982512903528,0.001620280753072,3,5.316299465418925,0.0014984012273985,-0.7193169525153964,0.00012187952567349982,0
2022,1,3110975,3,1.8921269171744828,0.0008784828982296,0,2.2611090049037466,0.0008784828982296,-0.3689820877292638,0.0,3
2022,1,3110833,2,3.416518556913055,0.0021450572015253,2,3.100834619339014,0.0019617189791727,0.315683937574041,0.0001833382223526002,0
2022,1,3110301,2,5.092053864295066,0.0012479743699592,2,6.0004577244942565,0.0011827816789911,-0.9084038601991908,6.519269096809995e-05,0
2022,1,3110449,0,4.240214002600617,0.0013430482653915,0,5.0220867729421625,0.0012846548625484,-0.7818727703415451,5.8393402843099924e-05,0
2022,1,3110506,3,3.110391392985889,0.0016710710399502,1,2.290424927309416,0.0013213119850769,0.8199664656764729,0.00034975905487329997,2
2022,1,3110508,2,2.829496503802315,0.0007457078107067,2,2.79771343183902,0.0006291909652838,0.03178307196329522,0.00011651684542289997,0
2022,1,3110513,1,3.8203166145316954,0.0011964968545701,0,3.729218506135004,0.0011224867398544,0.0910981083966913,7.401011471570005e-05,1
2022,1,3110447,2,1.9400080772323411,0.0010709872305368,2,2.1118392381534097,0.001016064808458,-0.17183116092106854,5.492242207879986e-05,0
2022,1,3110228,0,3.675564317087361,0.0018040092841848,0,3.47584133232138,0.0017253297515412,0.19972298476598072,7.867953264359992e-05,0
2022,1,3110348,2,2.4899862674856807,0.0011434825578071,2,2.525425568157907,0.0010536374996937,-0.03543930067222645,8.984505811340002e-05,0
2022,1,3110831,3,2.946119459225833,0.0016638935108153,3,3.616027558655031,0.0014514815732644,-0.6699080994291982,0.0002124119375509,0
2022,1,3110628,1,2.323616606170979,0.0006944371376563,1,2.291178675620574,0.0005892193895266,0.032437930550405,0.00010521774812970001,0
2022,1,3110683,2,2.018328010675045,0.0006000960153624,2,1.8177075383796544,0.0006000960153624,0.20062047229539082,0.0,0
2022,1,3110614,2,2.463143044467287,0.002353488853256,3,2.8785110396558755,0.0021077949619821,-0.4153679951885887,0.0002456938912739001,-1
2022,1,3110744,0,3.5748211107094985,0.0014820035529466,0,4.014949884275735,0.0013902834633505,-0.4401287735662365,9.172008959609985e-05,0
2022,1,3110813,2,3.0041789033274098,0.0027028644378839,2,3.305445501748091,0.0024834437086092,-0.30126659842068104,0.00021942072927469978,0
2022,1,3110798,0,3.57936882917264,0.0013909495548961,0,3.348858437577625,0.0016227744807121,0.23051039159501485,-0.00023182492581599987,0
2022,1,3111005,2,3.014488497862225,0.0014714310053745,2,2.926411065272633,0.0013268693627413,0.08807743258959189,0.0001445616426332,0
2022,1,3110772,1,1.8671338028553883,0.000897173902208,1,1.95250174549442,0.0009220953994916,-0.08536794263903169,-2.4921497283600055e-05,0
2022,1,3110882,0,3.613440819493262,0.0014285325569372,0,3.2562084547507992,0.0014081249489809,0.35723236474246267,2.0407607956300167e-05,0
2022,1,3110897,2,3.7147698949141352,0.0016046794523384,2,3.658008047179397,0.0015011517457359,0.05676184773473825,0.0001035277066025,0
2022,1,3110318,3,3.426288730707892,0.0010407316343389,1,3.401982233154325,0.0009106401800465,0.024306497553566953,0.00013009145429240007,2
2022,1,3110611,2,2.224510356842608,0.0009881422924901,2,2.176829316579143,0.0009216327151109,0.04768104026346487,6.650957737920008e-05,0
2022,1,3110113,2,3.100255024079753,0.000628401503675,0,2.435213127250472,0.0005049654940245,0.665041896829281,0.0001234360096505,2
2022,1,3110211,0,3.7051569074721034,0.0015901521324652,2,3.243404897410108,0.0015585073139086,0.4617520100619954,3.164481855659983e-05,-2
2022,1,3110369,2,2.4747324225307428,0.0021279455245945,2,2.7321495590974667,0.0020906131469701,-0.25741713656672394,3.7332377624399796e-05,0
2022,1,3110905,3,2.07987171836946,0.0012228596703482,2,2.0538531235405832,0.0011317956523435,0.026018594828876918,9.106401800470002e-05,1
2022,1,3110278,0,3.318924146860454,0.0019851224886019,0,3.415567485134146,0.0019778509776546,-0.09664333827369198,7.271510947300195e-06,0
2022,1,3110879,1,6.066927109178342,0.0015513496742165,1,6.9159166524298605,0.0016677008997828,-0.8489895432515189,-0.00011635122556630001,0
2022,1,3110437,0,3.188845260644885,0.0015770420902976,0,3.4763730671244564,0.0015650948017347,-0.28752780647957144,1.194728856289992e-05,0
2022,1,3110214,3,1.7377395016423542,0.0010643359795647,3,1.6753697559296794,0.0010017279807668,0.06236974571267484,6.260799879789997e-05,0
2022,1,3110351,2,4.565415972450492,0.001395248544502,2,3.875930577985127,0.0012430396123745,0.6894853944653652,0.0001522089321275,0
2022,1,3110334,1,3.002070433909504,0.001530684892496,1,3.418044952782051,0.0014713560206939,-0.415974518872547,5.9328871802100114e-05,0
2022,1,3110372,2,2.728816940687591,0.0015033400821987,2,2.7611076805587604,0.0014305978201568,-0.03229073987116937,7.27422620419001e-05,0
2022,1,3111069,2,3.4827432030031207,0.0011132128408648,2,3.528204313839143,0.0010136572209501,-0.04546111083602211,9.955561991469995e-05,0
2022,1,3110391,2,2.9922475634344656,0.0004849205993455,2,3.25522484414109,0.0004726957102864,-0.2629772807066244,1.2224889059100018e-05,0
2022,1,3110213,2,2.209946515226634,0.0009871668311944,2,2.4862677984461654,0.0010153715978,-0.2763212832195312,-2.8204766605599953e-05,0
2022,1,3110250,2,2.6093741075790184,0.0016765311047323,2,2.3267689358359678,0.0015495211725556,0.28260517174305066,0.00012700993217670017,0
2022,1,3110737,0,1.8247679603344915,0.001583050645718,0,1.934204204259202,0.0016068559185859,-0.10943624392471052,-2.380527286789994e-05,0
2022,1,3110110,3,3.050990682594966,0.0018674675599707,3,3.261986217641863,0.0017712063455392,-0.21099553504689705,9.626121443150016e-05,0
2022,1,3110376,2,3.6693623197895873,0.0016082095267269,2,3.33579728850278,0.0014741920661663,0.3335650312868075,0.00013401746056060002,0
2022,1,3110287,3,3.274941108101264,0.0007312857332801,3,2.6956233203900606,0.000648185081771,0.5793177877112035,8.310065150909994e-05,0
2022,1,3110375,0,7.212022081126872,0.0012186330712986,2,11.427190836797504,0.0011499776870001,-4.215168755670632,6.865538429850007e-05,-2
2022,1,3110390,2,2.2175371889895423,0.0025719415732518,2,1.965911513633373,0.002458711441096,0.2516256753561694,0.00011323013215579995,0
2022,1,3110120,2,1.9177012558058608,0.0031275106163204,2,2.0071841202426115,0.0026397337312062,-0.08948286443675069,0.0004877768851141999,0
2022,1,3110160,3,3.18115026623878,0.0009613776960374,3,2.460091076905065,0.0009613776960374,0.7210591893337153,0.0,0
2022,1,3110125,3,2.373670691884304,0.0008997618733662,3,2.057299060103821,0.0008764921697447,0.3163716317804828,2.3269703621499956e-05,0
2022,1,3110274,0,3.7336352324333526,0.0015661373081938,0,3.5918182509794967,0.0014503528379383,0.1418169814538559,0.00011578447025549997,0
2022,1,3110953,3,3.720952352222616,0.0009360173001818,3,4.058191479140229,0.0007853938265893,-0.3372391269176127,0.00015062347359249997,0
2022,1,3110340,2,3.0127275742182538,0.0010369100081756,2,2.611245784673616,0.000997028854015,0.40148178954463765,3.988115416059994e-05,0
2022,1,3110601,2,2.694747962377205,0.0011945966078906,2,2.5912434284827954,0.0011355481063599,0.10350453389440961,5.904850153070013e-05,0
2022,1,3110799,0,2.2100170713522425,0.0009550121081892,2,2.3900129804003125,0.0011255499846515,-0.17999590904807006,-0.0001705378764623001,-2
2022,1,3110486,0,2.276215218106151,0.0028730188798383,0,2.2810667640148363,0.0026204457915009,-0.004851545908685306,0.0002525730883374002,0
2022,1,3110524,1,1.029246519624192,0.0015369522563767,1,1.0667188611279508,0.0013734466971877,-0.03747234150375878,0.000163505559189,0
2022,1,3111045,2,2.297348146575587,0.0010236145496095,3,2.057611428426593,0.0009045896019805,0.23973671814899422,0.00011902494762900003,-1
2022,1,3110570,3,2.708579300021229,0.0027670396744659,3,3.036592816529844,0.00264496439471,-0.3280135165086149,0.0001220752797559,0
2022,1,3110456,2,2.7806685881354816,0.0018844184345281,2,3.0387514087466903,0.0016737381126554,-0.2580828206112087,0.00021068032187270013,0
2022,1,3110912,1,2.2826813788478666,0.0046075987612357,0,2.5653416309444625,0.0048342019790014,-0.28266025209659595,-0.00022660321776569927,1
2022,1,3110133,1,1.8929924604942032,0.0011099055956701,1,1.7489075919176855,0.001084963896891,0.1440848685765177,2.4941698779100017e-05,0
2022,1,3110686,1,3.0890214257227764,0.0008731660897844,1,3.0691688608685737,0.0008731660897844,0.019852564854202726,0.0,0
2022,1,3110381,0,2.0410304760953304,0.0009904128040567,2,2.0863011099762367,0.0010894540844624,-0.04527063388090635,-9.904128040569998e-05,-2
2022,1,3110031,0,3.070565253921734,0.0017336820974511,0,2.499847645083054,0.0016424356712695,0.5707176088386801,9.12464261815999e-05,0
2022,1,3110055,1,1.5347364110348147,0.0039165911151405,1,1.537249397708475,0.0039528558476881,-0.002512986673660178,-3.62647325476001e-05,0
2022,1,3110248,1,3.5351966518290143,0.0013017028398374,1,3.2811690207480164,0.0011954413835241,0.2540276310809979,0.00010626145631329994,0
2022,1,3110536,2,2.2897199852001986,0.0018067265820439,2,2.990372041773196,0.0016677476141943,-0.7006520565729972,0.00013897896784960005,0
2022,1,3110344,2,2.3180215655566507,0.0004893123873293,2,2.0472646501416696,0.0005665722379603,0.27075691541498115,-7.725985063099998e-05,0
2022,1,3111033,2,1.7296030993251146,0.0024385026737967,2,1.680997383165502,0.0024385026737967,0.04860571615961251,0.0,0
2022,1,3110875,2,2.233237011039952,0.0012052839649021,2,2.5067520376502084,0.0011892135120367,-0.2735150266102564,1.6070452865399884e-05,0
2022,1,3110931,2,1.1388045344311348,0.000633412509897,2,1.2023650799280587,0.0005881687591901,-0.06356054549692391,4.5243750706900005e-05,0
2022,1,3110265,0,2.3855831529098857,0.0007886148283852,0,2.8118292722552463,0.0007825485604746,-0.4262461193453606,6.066267910600056e-06,0
2022,1,3110003,1,3.693146121389618,0.0006681630735501,1,3.214381819105313,0.0006316229054653,0.4787643022843051,3.654016808479993e-05,0
2022,1,3110957,2,2.1270031865310464,0.0036386647682328,2,2.9758716483111654,0.0025523387649633,-0.848868461780119,0.0010863260032695,0
2022,1,3110007,3,1.9743966175347936,0.000897173902208,3,1.887625056623568,0.0008473309076409,0.08677156091122562,4.984299456709993e-05,0
2022,1,3110367,2,2.265297146281579,0.0022678219525165,2,1.982098397873695,0.0021427007413431,0.28319874840788417,0.0001251212111733997,0
2022,1,3110424,2,3.229048244034666,0.0030825572051481,2,3.170901932759393,0.0028981307056948,0.05814631127527292,0.00018442649945330002,0
2022,1,3110360,0,2.511165567223368,0.0019150254397987,0,2.5503412009446778,0.0018399264029438,-0.03917563372130983,7.50990368548999e-05,0
2022,1,3110425,0,4.091394960074503,0.0023686910824055,0,3.531836031820288,0.0021960739185055,0.5595589282542148,0.00017261716389999982,0
2022,1,3110647,2,3.4747546247868613,0.0017217434316914,2,3.336051158201081,0.0016504004718147,0.13870346658578026,7.13429598767001e-05,0
2022,1,3110640,0,3.851758506128996,0.0017570060616709,0,3.129869762898734,0.0017193559317779,0.7218887432302616,3.765012989299997e-05,0
2022,1,3110457,1,3.152826861806412,0.0012739262621504,1,3.5402775785968097,0.0011989894232004,-0.38745071679039755,7.493683895000002e-05,0
2022,1,3110297,2,4.889322149125428,0.0013392083126573,2,5.701217154951498,0.0012435505760389,-0.8118950058260692,9.565773661840003e-05,0
2022,1,3110332,1,2.9122791186791988,0.0018879981410479,1,3.2452472131140007,0.0017718136400604,-0.3329680944348019,0.00011618450098750004,0
2022,1,3110428,2,5.852684797727679,0.0019520036743598,2,6.172475458831645,0.0018234010793432,-0.3197906611039665,0.00012860259501660002,0
2022,1,3110783,0,3.9901825263436304,0.0024483799885742,0,4.381388048964649,0.0024891863217171,-0.39120552262101826,-4.080633314289999e-05,0
2022,1,3110292,0,1.8440787192437955,0.0020302694721299,0,1.8928331637891709,0.0019841269841269,-0.048754444545375364,4.614248800300031e-05,0
2022,1,3110499,3,2.6131983955194227,0.0010889500229252,3,3.228224555827845,0.0009743237047226,-0.6150261603084224,0.00011462631820259995,0
2022,1,3111057,0,3.276744701050192,0.001902531830821,0,2.782478371991406,0.0018680968655572,0.4942663290587861,3.443496526379995e-05,0
2022,1,3110695,0,2.355517902580304,0.0014769429889568,0,2.531491581202674,0.0014351919503997,-0.1759736786223698,4.175103855710003e-05,0
2022,1,3110884,0,1.7911532915005823,0.0024629980159182,0,1.872116016734019,0.0024401924787338,-0.08096272523343662,2.2805537184400135e-05,0
2022,1,3110858,2,1.7091360461978122,0.0032477118393858,2,1.866711521631878,0.0029524653085326,-0.1575754754340657,0.0002952465308531998,0
2022,1,3110088,2,1.915024127895993,0.0009009942004971,2,1.7989818129775312,0.0008802816901408,0.11604231491846173,2.071251035629996e-05,0
2022,1,3110195,0,3.0898761595655104,0.0020366951803991,0,2.7810284242392727,0.0019760276643873,0.30884773532623777,6.0667516011800055e-05,0
2022,1,3110073,2,2.829551345939429,0.0022452379227927,3,2.951162968481714,0.002052099176746,-0.12161162254228497,0.00019313874604669993,-1
2022,1,3110621,2,1.2004163554071274,0.0018854242204496,2,1.0916539188362375,0.0016823785351704,0.10876243657088991,0.00020304568527919993,0
2022,1,3110087,1,1.7887375786416126,0.0024742111073046,1,1.714779070640175,0.0023219519622397,0.07395850800143755,0.00015225914506490027,0
2022,1,3110955,2,2.8206794689676307,0.0021475750734627,2,2.934639415815208,0.0019590075060367,-0.11395994684757715,0.000188567567426,0
2022,1,3110455,2,5.096481827293921,0.0017824394324506,2,4.971902560800042,0.0016215694475724,0.12457926649387918,0.00016086998487820016,0
2022,1,3110451,0,5.03924392285067,0.0013751143590002,0,4.532014921407333,0.0012909236839594,0.5072290014433367,8.41906750408e-05,0
2022,1,3110754,0,4.839824673318876,0.0011312048820421,0,4.4387406443725,0.0011386470194239,0.40108402894637596,-7.442137381800029e-06,0
2022,1,3110607,1,3.6743289994629498,0.0016294163973603,1,3.067076105188804,0.0014121608777122,0.6072528942741457,0.0002172555196480999,0
2022,1,3110552,3,4.453728187479185,0.0012865019399632,3,4.306718047609317,0.0012150296099652,0.14701013986986755,7.1472329998e-05,0
2022,1,3110377,2,1.5674466804128109,0.0025256068472007,2,1.622924281822988,0.002441419952294,-0.05547760141017721,8.418689490669994e-05,0
2022,1,3110837,2,2.966933026571564,0.0014297853973049,2,3.026327116603192,0.0013893197728529,-0.0593940900316281,4.046562445200004e-05,0
2022,1,3110263,2,2.4009794131347624,0.0012820175669278,2,2.956139334632717,0.0011899752800715,-0.5551599214979546,9.204228685629986e-05,0
2022,1,3110547,2,2.8365127463135558,0.0033578289709079,2,2.9258087328805504,0.0032339746236204,-0.08929598656699467,0.00012385434728750004,0
2022,1,3110592,0,2.542976490698062,0.0013295977966665,0,2.2864797146626894,0.0012821121610712,0.2564967760353727,4.748563559530002e-05,0
2022,1,3111015,2,4.020306059775071,0.001778589838647,2,4.047504704454199,0.0016638421071214,-0.027198644679128137,0.00011474773152559997,0
2022,1,3110713,0,7.79717671027846,0.00194847110764,0,6.356428821977534,0.0018847174517663,1.4407478883009261,6.375365587369991e-05,0
2022,1,3110791,3,1.395181987600392,0.0013365903120247,3,1.4505476346609614,0.0013365903120247,-0.055365647060569456,0.0,0
2022,1,3110468,2,4.023924756519755,0.0017734217163924,2,3.8360780937292698,0.0016540963572848,0.18784666279048556,0.00011932535910759998,0
2022,1,3110746,0,2.046898912102609,0.0019035423192067,0,2.1591688149452715,0.0018343225985083,-0.11226990284266236,6.921972069839997e-05,0
2022,1,3110394,2,3.501971173769068,0.0015207487152841,2,3.4967564700708023,0.0013876832026967,0.005214703698265932,0.00013306551258739996,0
2022,1,3110233,0,6.448037969894406,0.0011823373280785,0,6.280215333684136,0.0011340786616263,0.1678226362102695,4.825866645220009e-05,0
2022,1,3110253,2,2.903420005192252,0.00208085268719,2,2.6633554512922752,0.0019536894674173,0.24006455389997683,0.00012716321977270005,0
2022,1,3110294,3,3.879089596698756,0.0009159262498253,3,4.677319826103719,0.0008590042794972,-0.7982302294049632,5.692197032810002e-05,0
