year_code,quarter_code,commercial_district_code,total_facilities_now,total_facilities_previous,facilities_diff
2022,4,3110008,13.0,13.0,0.0
2022,3,3110008,13.0,13.0,0.0
2022,2,3110008,13.0,13.0,0.0
2022,1,3110008,13.0,13.0,0.0
2022,4,3110009,6.0,6.0,0.0
2022,3,3110009,6.0,6.0,0.0
2022,2,3110009,6.0,6.0,0.0
2022,1,3110009,6.0,6.0,0.0
2022,4,3110010,56.0,56.0,0.0
2022,3,3110010,56.0,56.0,0.0
2022,2,3110010,56.0,56.0,0.0
2022,1,3110010,56.0,56.0,0.0
2022,4,3110017,10.0,10.0,0.0
2022,3,3110017,10.0,10.0,0.0
2022,2,3110017,10.0,10.0,0.0
2022,1,3110017,10.0,10.0,0.0
2022,4,3110018,22.0,22.0,0.0
2022,3,3110018,22.0,22.0,0.0
2022,2,3110018,22.0,22.0,0.0
2022,1,3110018,22.0,22.0,0.0
2022,4,3110020,25.0,25.0,0.0
2022,3,3110020,25.0,25.0,0.0
2022,2,3110020,25.0,25.0,0.0
2022,1,3110020,25.0,25.0,0.0
2022,4,3110001,20.0,20.0,0.0
2022,3,3110001,20.0,20.0,0.0
2022,2,3110001,20.0,20.0,0.0
2022,1,3110001,20.0,20.0,0.0
2022,4,3110002,22.0,22.0,0.0
2022,3,3110002,22.0,22.0,0.0
2022,2,3110002,22.0,22.0,0.0
2022,1,3110002,22.0,22.0,0.0
2022,4,3110003,29.0,29.0,0.0
2022,3,3110003,29.0,29.0,0.0
2022,2,3110003,29.0,29.0,0.0
2022,1,3110003,29.0,29.0,0.0
2022,4,3110004,10.0,10.0,0.0
2022,3,3110004,10.0,10.0,0.0
2022,2,3110004,10.0,10.0,0.0
2022,1,3110004,10.0,10.0,0.0
2022,4,3110035,21.0,21.0,0.0
2022,3,3110035,21.0,21.0,0.0
2022,2,3110035,21.0,21.0,0.0
2022,1,3110035,21.0,21.0,0.0
2022,4,3110012,13.0,13.0,0.0
2022,3,3110012,13.0,13.0,0.0
2022,2,3110012,13.0,13.0,0.0
2022,1,3110012,13.0,13.0,0.0
2022,4,3110014,13.0,13.0,0.0
2022,3,3110014,13.0,13.0,0.0
2022,2,3110014,13.0,13.0,0.0
2022,1,3110014,13.0,13.0,0.0
2022,4,3110016,66.0,66.0,0.0
2022,3,3110016,66.0,66.0,0.0
2022,2,3110016,66.0,66.0,0.0
2022,1,3110016,66.0,66.0,0.0
2022,4,3110005,22.0,22.0,0.0
2022,3,3110005,22.0,22.0,0.0
2022,2,3110005,22.0,22.0,0.0
2022,1,3110005,22.0,22.0,0.0
2022,4,3110006,4.0,4.0,0.0
2022,3,3110006,4.0,4.0,0.0
2022,2,3110006,4.0,4.0,0.0
2022,1,3110006,4.0,4.0,0.0
2022,4,3110007,17.0,17.0,0.0
2022,3,3110007,17.0,17.0,0.0
2022,2,3110007,17.0,17.0,0.0
2022,1,3110007,17.0,17.0,0.0
2022,4,3110037,17.0,17.0,0.0
2022,3,3110037,17.0,17.0,0.0
2022,2,3110037,17.0,17.0,0.0
2022,1,3110037,17.0,17.0,0.0
2022,4,3110039,6.0,6.0,0.0
2022,3,3110039,6.0,6.0,0.0
2022,2,3110039,6.0,6.0,0.0
2022,1,3110039,6.0,6.0,0.0
2022,4,3110021,14.0,14.0,0.0
2022,3,3110021,14.0,14.0,0.0
2022,2,3110021,14.0,14.0,0.0
2022,1,3110021,14.0,14.0,0.0
2022,4,3110022,15.0,15.0,0.0
2022,3,3110022,15.0,15.0,0.0
2022,2,3110022,15.0,15.0,0.0
2022,1,3110022,15.0,15.0,0.0
2022,4,3110023,7.0,7.0,0.0
2022,3,3110023,7.0,7.0,0.0
2022,2,3110023,7.0,7.0,0.0
2022,1,3110023,7.0,7.0,0.0
2022,4,3110024,12.0,12.0,0.0
2022,3,3110024,12.0,12.0,0.0
2022,2,3110024,12.0,12.0,0.0
2022,1,3110024,12.0,12.0,0.0
2022,4,3110025,6.0,6.0,0.0
2022,3,3110025,6.0,6.0,0.0
2022,2,3110025,6.0,6.0,0.0
2022,1,3110025,6.0,6.0,0.0
2022,4,3110027,7.0,7.0,0.0
2022,3,3110027,7.0,7.0,0.0
2022,2,3110027,7.0,7.0,0.0
2022,1,3110027,7.0,7.0,0.0
2022,4,3110028,18.0,18.0,0.0
2022,3,3110028,18.0,18.0,0.0
2022,2,3110028,18.0,18.0,0.0
2022,1,3110028,18.0,18.0,0.0
2022,4,3110029,17.0,17.0,0.0
2022,3,3110029,17.0,17.0,0.0
2022,2,3110029,17.0,17.0,0.0
2022,1,3110029,17.0,17.0,0.0
2022,4,3110030,4.0,4.0,0.0
2022,3,3110030,4.0,4.0,0.0
2022,2,3110030,4.0,4.0,0.0
2022,1,3110030,4.0,4.0,0.0
2022,4,3110031,17.0,17.0,0.0
2022,3,3110031,17.0,17.0,0.0
2022,2,3110031,17.0,17.0,0.0
2022,1,3110031,17.0,17.0,0.0
2022,4,3110033,17.0,17.0,0.0
2022,3,3110033,17.0,17.0,0.0
2022,2,3110033,17.0,17.0,0.0
2022,1,3110033,17.0,17.0,0.0
2022,4,3110057,16.0,16.0,0.0
2022,3,3110057,16.0,16.0,0.0
2022,2,3110057,16.0,16.0,0.0
2022,1,3110057,16.0,16.0,0.0
2022,4,3110058,25.0,25.0,0.0
2022,3,3110058,25.0,25.0,0.0
2022,2,3110058,25.0,25.0,0.0
2022,1,3110058,25.0,25.0,0.0
2022,4,3110059,12.0,12.0,0.0
2022,3,3110059,12.0,12.0,0.0
2022,2,3110059,12.0,12.0,0.0
2022,1,3110059,12.0,12.0,0.0
2022,4,3110036,3.0,3.0,0.0
2022,3,3110036,3.0,3.0,0.0
2022,2,3110036,3.0,3.0,0.0
2022,1,3110036,3.0,3.0,0.0
2022,4,3110040,12.0,12.0,0.0
2022,3,3110040,12.0,12.0,0.0
2022,2,3110040,12.0,12.0,0.0
2022,1,3110040,12.0,12.0,0.0
2022,4,3110041,17.0,17.0,0.0
2022,3,3110041,17.0,17.0,0.0
2022,2,3110041,17.0,17.0,0.0
2022,1,3110041,17.0,17.0,0.0
2022,4,3110042,3.0,3.0,0.0
2022,3,3110042,3.0,3.0,0.0
2022,2,3110042,3.0,3.0,0.0
2022,1,3110042,3.0,3.0,0.0
2022,4,3110043,24.0,24.0,0.0
2022,3,3110043,24.0,24.0,0.0
2022,2,3110043,24.0,24.0,0.0
2022,1,3110043,24.0,24.0,0.0
2022,4,3110045,10.0,10.0,0.0
2022,3,3110045,10.0,10.0,0.0
2022,2,3110045,10.0,10.0,0.0
2022,1,3110045,10.0,10.0,0.0
2022,4,3110047,5.0,5.0,0.0
2022,3,3110047,5.0,5.0,0.0
2022,2,3110047,5.0,5.0,0.0
2022,1,3110047,5.0,5.0,0.0
2022,4,3110048,12.0,12.0,0.0
2022,3,3110048,12.0,12.0,0.0
2022,2,3110048,12.0,12.0,0.0
2022,1,3110048,12.0,12.0,0.0
2022,4,3110049,7.0,7.0,0.0
2022,3,3110049,7.0,7.0,0.0
2022,2,3110049,7.0,7.0,0.0
2022,1,3110049,7.0,7.0,0.0
2022,4,3110053,8.0,8.0,0.0
2022,3,3110053,8.0,8.0,0.0
2022,2,3110053,8.0,8.0,0.0
2022,1,3110053,8.0,8.0,0.0
2022,4,3110054,5.0,5.0,0.0
2022,3,3110054,5.0,5.0,0.0
2022,2,3110054,5.0,5.0,0.0
2022,1,3110054,5.0,5.0,0.0
2022,4,3110055,6.0,6.0,0.0
2022,3,3110055,6.0,6.0,0.0
2022,2,3110055,6.0,6.0,0.0
2022,1,3110055,6.0,6.0,0.0
2022,4,3110056,33.0,33.0,0.0
2022,3,3110056,33.0,33.0,0.0
2022,2,3110056,33.0,33.0,0.0
2022,1,3110056,33.0,33.0,0.0
2022,4,3110079,35.0,35.0,0.0
2022,3,3110079,35.0,35.0,0.0
2022,2,3110079,35.0,35.0,0.0
2022,1,3110079,35.0,35.0,0.0
2022,4,3110080,22.0,22.0,0.0
2022,3,3110080,22.0,22.0,0.0
2022,2,3110080,22.0,22.0,0.0
2022,1,3110080,22.0,22.0,0.0
2022,4,3110081,30.0,30.0,0.0
2022,3,3110081,30.0,30.0,0.0
2022,2,3110081,30.0,30.0,0.0
2022,1,3110081,30.0,30.0,0.0
2022,4,3110050,20.0,20.0,0.0
2022,3,3110050,20.0,20.0,0.0
2022,2,3110050,20.0,20.0,0.0
2022,1,3110050,20.0,20.0,0.0
2022,4,3110051,2.0,2.0,0.0
2022,3,3110051,2.0,2.0,0.0
2022,2,3110051,2.0,2.0,0.0
2022,1,3110051,2.0,2.0,0.0
2022,4,3110052,18.0,18.0,0.0
2022,3,3110052,18.0,18.0,0.0
2022,2,3110052,18.0,18.0,0.0
2022,1,3110052,18.0,18.0,0.0
2022,4,3110060,20.0,20.0,0.0
2022,3,3110060,20.0,20.0,0.0
2022,2,3110060,20.0,20.0,0.0
2022,1,3110060,20.0,20.0,0.0
2022,4,3110061,28.0,28.0,0.0
2022,3,3110061,28.0,28.0,0.0
2022,2,3110061,28.0,28.0,0.0
2022,1,3110061,28.0,28.0,0.0
2022,4,3110062,29.0,29.0,0.0
2022,3,3110062,29.0,29.0,0.0
2022,2,3110062,29.0,29.0,0.0
2022,1,3110062,29.0,29.0,0.0
2022,4,3110063,23.0,23.0,0.0
2022,3,3110063,23.0,23.0,0.0
2022,2,3110063,23.0,23.0,0.0
2022,1,3110063,23.0,23.0,0.0
2022,4,3110064,32.0,32.0,0.0
2022,3,3110064,32.0,32.0,0.0
2022,2,3110064,32.0,32.0,0.0
2022,1,3110064,32.0,32.0,0.0
2022,4,3110082,11.0,11.0,0.0
2022,3,3110082,11.0,11.0,0.0
2022,2,3110082,11.0,11.0,0.0
2022,1,3110082,11.0,11.0,0.0
2022,4,3110083,5.0,5.0,0.0
2022,3,3110083,5.0,5.0,0.0
2022,2,3110083,5.0,5.0,0.0
2022,1,3110083,5.0,5.0,0.0
2022,4,3110084,34.0,34.0,0.0
2022,3,3110084,34.0,34.0,0.0
2022,2,3110084,34.0,34.0,0.0
2022,1,3110084,34.0,34.0,0.0
2022,4,3110085,39.0,39.0,0.0
2022,3,3110085,39.0,39.0,0.0
2022,2,3110085,39.0,39.0,0.0
2022,1,3110085,39.0,39.0,0.0
2022,4,3110065,8.0,8.0,0.0
2022,3,3110065,8.0,8.0,0.0
2022,2,3110065,8.0,8.0,0.0
2022,1,3110065,8.0,8.0,0.0
2022,4,3110066,18.0,18.0,0.0
2022,3,3110066,18.0,18.0,0.0
2022,2,3110066,18.0,18.0,0.0
2022,1,3110066,18.0,18.0,0.0
2022,4,3110067,20.0,20.0,0.0
2022,3,3110067,20.0,20.0,0.0
2022,2,3110067,20.0,20.0,0.0
2022,1,3110067,20.0,20.0,0.0
2022,4,3110068,32.0,32.0,0.0
2022,3,3110068,32.0,32.0,0.0
2022,2,3110068,32.0,32.0,0.0
2022,1,3110068,32.0,32.0,0.0
2022,4,3110069,40.0,40.0,0.0
2022,3,3110069,40.0,40.0,0.0
2022,2,3110069,40.0,40.0,0.0
2022,1,3110069,40.0,40.0,0.0
2022,4,3110070,1.0,1.0,0.0
2022,3,3110070,1.0,1.0,0.0
2022,2,3110070,1.0,1.0,0.0
2022,1,3110070,1.0,1.0,0.0
2022,4,3110071,13.0,13.0,0.0
2022,3,3110071,13.0,13.0,0.0
2022,2,3110071,13.0,13.0,0.0
2022,1,3110071,13.0,13.0,0.0
2022,4,3110073,5.0,5.0,0.0
2022,3,3110073,5.0,5.0,0.0
2022,2,3110073,5.0,5.0,0.0
2022,1,3110073,5.0,5.0,0.0
2022,4,3110074,46.0,46.0,0.0
2022,3,3110074,46.0,46.0,0.0
2022,2,3110074,46.0,46.0,0.0
2022,1,3110074,46.0,46.0,0.0
2022,4,3110075,22.0,22.0,0.0
2022,3,3110075,22.0,22.0,0.0
2022,2,3110075,22.0,22.0,0.0
2022,1,3110075,22.0,22.0,0.0
2022,4,3110077,8.0,8.0,0.0
2022,3,3110077,8.0,8.0,0.0
2022,2,3110077,8.0,8.0,0.0
2022,1,3110077,8.0,8.0,0.0
2022,4,3110078,10.0,10.0,0.0
2022,3,3110078,10.0,10.0,0.0
2022,2,3110078,10.0,10.0,0.0
2022,1,3110078,10.0,10.0,0.0
2022,4,3110110,13.0,13.0,0.0
2022,3,3110110,13.0,13.0,0.0
2022,2,3110110,13.0,13.0,0.0
2022,1,3110110,13.0,13.0,0.0
2022,4,3110087,3.0,3.0,0.0
2022,3,3110087,3.0,3.0,0.0
2022,2,3110087,3.0,3.0,0.0
2022,1,3110087,3.0,3.0,0.0
2022,4,3110088,11.0,11.0,0.0
2022,3,3110088,11.0,11.0,0.0
2022,2,3110088,11.0,11.0,0.0
2022,1,3110088,11.0,11.0,0.0
2022,4,3110089,7.0,7.0,0.0
2022,3,3110089,7.0,7.0,0.0
2022,2,3110089,7.0,7.0,0.0
2022,1,3110089,7.0,7.0,0.0
2022,4,3110090,10.0,10.0,0.0
2022,3,3110090,10.0,10.0,0.0
2022,2,3110090,10.0,10.0,0.0
2022,1,3110090,10.0,10.0,0.0
2022,4,3110092,17.0,17.0,0.0
2022,3,3110092,17.0,17.0,0.0
2022,2,3110092,17.0,17.0,0.0
2022,1,3110092,17.0,17.0,0.0
2022,4,3110093,43.0,43.0,0.0
2022,3,3110093,43.0,43.0,0.0
2022,2,3110093,43.0,43.0,0.0
2022,1,3110093,43.0,43.0,0.0
2022,4,3110095,12.0,12.0,0.0
2022,3,3110095,12.0,12.0,0.0
2022,2,3110095,12.0,12.0,0.0
2022,1,3110095,12.0,12.0,0.0
2022,4,3110096,1.0,1.0,0.0
2022,3,3110096,1.0,1.0,0.0
2022,2,3110096,1.0,1.0,0.0
2022,1,3110096,1.0,1.0,0.0
2022,4,3110098,8.0,8.0,0.0
2022,3,3110098,8.0,8.0,0.0
2022,2,3110098,8.0,8.0,0.0
2022,1,3110098,8.0,8.0,0.0
2022,4,3110099,8.0,8.0,0.0
2022,3,3110099,8.0,8.0,0.0
2022,2,3110099,8.0,8.0,0.0
2022,1,3110099,8.0,8.0,0.0
2022,4,3110102,14.0,14.0,0.0
2022,3,3110102,14.0,14.0,0.0
2022,2,3110102,14.0,14.0,0.0
2022,1,3110102,14.0,14.0,0.0
2022,4,3110103,3.0,3.0,0.0
2022,3,3110103,3.0,3.0,0.0
2022,2,3110103,3.0,3.0,0.0
2022,1,3110103,3.0,3.0,0.0
2022,4,3110104,14.0,14.0,0.0
2022,3,3110104,14.0,14.0,0.0
2022,2,3110104,14.0,14.0,0.0
2022,1,3110104,14.0,14.0,0.0
2022,4,3110109,13.0,13.0,0.0
2022,3,3110109,13.0,13.0,0.0
2022,2,3110109,13.0,13.0,0.0
2022,1,3110109,13.0,13.0,0.0
2022,4,3110129,5.0,5.0,0.0
2022,3,3110129,5.0,5.0,0.0
2022,2,3110129,5.0,5.0,0.0
2022,1,3110129,5.0,5.0,0.0
2022,4,3110130,1.0,1.0,0.0
2022,3,3110130,1.0,1.0,0.0
2022,2,3110130,1.0,1.0,0.0
2022,1,3110130,1.0,1.0,0.0
2022,4,3110131,8.0,8.0,0.0
2022,3,3110131,8.0,8.0,0.0
2022,2,3110131,8.0,8.0,0.0
2022,1,3110131,8.0,8.0,0.0
2022,2,3110114,4.0,4.0,0.0
2022,4,3110132,12.0,12.0,0.0
2022,3,3110132,12.0,12.0,0.0
2022,2,3110132,12.0,12.0,0.0
2022,1,3110132,12.0,12.0,0.0
2022,4,3110136,16.0,16.0,0.0
2022,3,3110136,16.0,16.0,0.0
2022,2,3110136,16.0,16.0,0.0
2022,1,3110136,16.0,16.0,0.0
2022,4,3110105,16.0,16.0,0.0
2022,3,3110105,16.0,16.0,0.0
2022,2,3110105,16.0,16.0,0.0
2022,1,3110105,16.0,16.0,0.0
2022,4,3110107,9.0,9.0,0.0
2022,3,3110107,9.0,9.0,0.0
2022,2,3110107,9.0,9.0,0.0
2022,1,3110107,9.0,9.0,0.0
2022,4,3110112,10.0,10.0,0.0
2022,3,3110112,10.0,10.0,0.0
2022,2,3110112,10.0,10.0,0.0
2022,1,3110112,10.0,10.0,0.0
2022,4,3110113,13.0,13.0,0.0
2022,3,3110113,13.0,13.0,0.0
2022,2,3110113,13.0,13.0,0.0
2022,1,3110113,13.0,13.0,0.0
2022,4,3110114,4.0,4.0,0.0
2022,3,3110114,4.0,4.0,0.0
2022,1,3110114,4.0,4.0,0.0
2022,4,3110133,3.0,3.0,0.0
2022,3,3110133,3.0,3.0,0.0
2022,2,3110133,3.0,3.0,0.0
2022,1,3110133,3.0,3.0,0.0
2022,4,3110134,59.0,59.0,0.0
2022,3,3110134,59.0,59.0,0.0
2022,2,3110134,59.0,59.0,0.0
2022,1,3110134,59.0,59.0,0.0
2022,4,3110135,20.0,20.0,0.0
2022,3,3110135,20.0,20.0,0.0
2022,2,3110135,20.0,20.0,0.0
2022,1,3110135,20.0,20.0,0.0
2022,4,3110115,27.0,27.0,0.0
2022,3,3110115,27.0,27.0,0.0
2022,2,3110115,27.0,27.0,0.0
2022,1,3110115,27.0,27.0,0.0
2022,4,3110116,16.0,16.0,0.0
2022,3,3110116,16.0,16.0,0.0
2022,2,3110116,16.0,16.0,0.0
2022,1,3110116,16.0,16.0,0.0
2022,4,3110117,9.0,9.0,0.0
2022,3,3110117,9.0,9.0,0.0
2022,2,3110117,9.0,9.0,0.0
2022,1,3110117,9.0,9.0,0.0
2022,4,3110118,19.0,19.0,0.0
2022,3,3110118,19.0,19.0,0.0
2022,2,3110118,19.0,19.0,0.0
2022,1,3110118,19.0,19.0,0.0
2022,4,3110120,1.0,1.0,0.0
2022,3,3110120,1.0,1.0,0.0
2022,2,3110120,1.0,1.0,0.0
2022,1,3110120,1.0,1.0,0.0
2022,4,3110121,3.0,3.0,0.0
2022,3,3110121,3.0,3.0,0.0
2022,2,3110121,3.0,3.0,0.0
2022,1,3110121,3.0,3.0,0.0
2022,4,3110122,35.0,35.0,0.0
2022,3,3110122,35.0,35.0,0.0
2022,2,3110122,35.0,35.0,0.0
2022,1,3110122,35.0,35.0,0.0
2022,4,3110123,18.0,18.0,0.0
2022,3,3110123,18.0,18.0,0.0
2022,2,3110123,18.0,18.0,0.0
2022,1,3110123,18.0,18.0,0.0
2022,4,3110124,8.0,8.0,0.0
2022,3,3110124,8.0,8.0,0.0
2022,2,3110124,8.0,8.0,0.0
2022,1,3110124,8.0,8.0,0.0
2022,4,3110125,22.0,22.0,0.0
2022,3,3110125,22.0,22.0,0.0
2022,2,3110125,22.0,22.0,0.0
2022,1,3110125,22.0,22.0,0.0
2022,4,3110126,3.0,3.0,0.0
2022,3,3110126,3.0,3.0,0.0
2022,2,3110126,3.0,3.0,0.0
2022,1,3110126,3.0,3.0,0.0
2022,4,3110127,9.0,9.0,0.0
2022,3,3110127,9.0,9.0,0.0
2022,2,3110127,9.0,9.0,0.0
2022,1,3110127,9.0,9.0,0.0
2022,4,3110128,49.0,49.0,0.0
2022,3,3110128,49.0,49.0,0.0
2022,2,3110128,49.0,49.0,0.0
2022,1,3110128,49.0,49.0,0.0
2022,4,3110157,18.0,18.0,0.0
2022,3,3110157,18.0,18.0,0.0
2022,2,3110157,18.0,18.0,0.0
2022,1,3110157,18.0,18.0,0.0
2022,4,3110158,45.0,45.0,0.0
2022,3,3110158,45.0,45.0,0.0
2022,2,3110158,45.0,45.0,0.0
2022,1,3110158,45.0,45.0,0.0
2022,4,3110159,37.0,37.0,0.0
2022,3,3110159,37.0,37.0,0.0
2022,2,3110159,37.0,37.0,0.0
2022,1,3110159,37.0,37.0,0.0
2022,4,3110160,2.0,2.0,0.0
2022,3,3110160,2.0,2.0,0.0
2022,2,3110160,2.0,2.0,0.0
2022,1,3110160,2.0,2.0,0.0
2022,4,3110137,24.0,24.0,0.0
2022,3,3110137,24.0,24.0,0.0
2022,2,3110137,24.0,24.0,0.0
2022,1,3110137,24.0,24.0,0.0
2022,4,3110138,29.0,29.0,0.0
2022,3,3110138,29.0,29.0,0.0
2022,2,3110138,29.0,29.0,0.0
2022,1,3110138,29.0,29.0,0.0
2022,4,3110139,33.0,33.0,0.0
2022,3,3110139,33.0,33.0,0.0
2022,2,3110139,33.0,33.0,0.0
2022,1,3110139,33.0,33.0,0.0
2022,4,3110140,24.0,24.0,0.0
2022,3,3110140,24.0,24.0,0.0
2022,2,3110140,24.0,24.0,0.0
2022,1,3110140,24.0,24.0,0.0
2022,4,3110141,5.0,5.0,0.0
2022,3,3110141,5.0,5.0,0.0
2022,2,3110141,5.0,5.0,0.0
2022,1,3110141,5.0,5.0,0.0
2022,4,3110142,31.0,31.0,0.0
2022,3,3110142,31.0,31.0,0.0
2022,2,3110142,31.0,31.0,0.0
2022,1,3110142,31.0,31.0,0.0
2022,4,3110144,3.0,3.0,0.0
2022,3,3110144,3.0,3.0,0.0
2022,2,3110144,3.0,3.0,0.0
2022,1,3110144,3.0,3.0,0.0
2022,4,3110146,17.0,17.0,0.0
2022,3,3110146,17.0,17.0,0.0
2022,2,3110146,17.0,17.0,0.0
2022,1,3110146,17.0,17.0,0.0
2022,4,3110147,15.0,15.0,0.0
2022,3,3110147,15.0,15.0,0.0
2022,2,3110147,15.0,15.0,0.0
2022,1,3110147,15.0,15.0,0.0
2022,4,3110148,1.0,1.0,0.0
2022,3,3110148,1.0,1.0,0.0
2022,2,3110148,1.0,1.0,0.0
2022,1,3110148,1.0,1.0,0.0
2022,4,3110149,9.0,9.0,0.0
2022,3,3110149,9.0,9.0,0.0
2022,2,3110149,9.0,9.0,0.0
2022,1,3110149,9.0,9.0,0.0
2022,4,3110150,13.0,13.0,0.0
2022,3,3110150,13.0,13.0,0.0
2022,2,3110150,13.0,13.0,0.0
2022,1,3110150,13.0,13.0,0.0
2022,4,3110151,18.0,18.0,0.0
2022,3,3110151,18.0,18.0,0.0
2022,2,3110151,18.0,18.0,0.0
2022,1,3110151,18.0,18.0,0.0
2022,4,3110152,10.0,10.0,0.0
2022,3,3110152,10.0,10.0,0.0
2022,2,3110152,10.0,10.0,0.0
2022,1,3110152,10.0,10.0,0.0
2022,4,3110153,5.0,5.0,0.0
2022,3,3110153,5.0,5.0,0.0
2022,2,3110153,5.0,5.0,0.0
2022,1,3110153,5.0,5.0,0.0
2022,4,3110156,4.0,4.0,0.0
2022,3,3110156,4.0,4.0,0.0
2022,2,3110156,4.0,4.0,0.0
2022,1,3110156,4.0,4.0,0.0
2022,4,3110174,17.0,17.0,0.0
2022,3,3110174,17.0,17.0,0.0
2022,2,3110174,17.0,17.0,0.0
2022,1,3110174,17.0,17.0,0.0
2022,4,3110175,13.0,13.0,0.0
2022,3,3110175,13.0,13.0,0.0
2022,2,3110175,13.0,13.0,0.0
2022,1,3110175,13.0,13.0,0.0
2022,4,3110178,7.0,7.0,0.0
2022,3,3110178,7.0,7.0,0.0
2022,2,3110178,7.0,7.0,0.0
2022,1,3110178,7.0,7.0,0.0
2022,4,3110179,13.0,13.0,0.0
2022,3,3110179,13.0,13.0,0.0
2022,2,3110179,13.0,13.0,0.0
2022,1,3110179,13.0,13.0,0.0
2022,4,3110154,31.0,31.0,0.0
2022,3,3110154,31.0,31.0,0.0
2022,2,3110154,31.0,31.0,0.0
2022,1,3110154,31.0,31.0,0.0
2022,4,3110155,9.0,9.0,0.0
2022,3,3110155,9.0,9.0,0.0
2022,2,3110155,9.0,9.0,0.0
2022,1,3110155,9.0,9.0,0.0
2022,4,3110161,27.0,27.0,0.0
2022,3,3110161,27.0,27.0,0.0
2022,2,3110161,27.0,27.0,0.0
2022,1,3110161,27.0,27.0,0.0
2022,4,3110162,7.0,7.0,0.0
2022,3,3110162,7.0,7.0,0.0
2022,2,3110162,7.0,7.0,0.0
2022,1,3110162,7.0,7.0,0.0
2022,4,3110176,30.0,30.0,0.0
2022,3,3110176,30.0,30.0,0.0
2022,2,3110176,30.0,30.0,0.0
2022,1,3110176,30.0,30.0,0.0
2022,4,3110177,1.0,1.0,0.0
2022,3,3110177,1.0,1.0,0.0
2022,2,3110177,1.0,1.0,0.0
2022,1,3110177,1.0,1.0,0.0
2022,4,3110163,16.0,16.0,0.0
2022,3,3110163,16.0,16.0,0.0
2022,2,3110163,16.0,16.0,0.0
2022,1,3110163,16.0,16.0,0.0
2022,4,3110164,4.0,4.0,0.0
2022,3,3110164,4.0,4.0,0.0
2022,2,3110164,4.0,4.0,0.0
2022,1,3110164,4.0,4.0,0.0
2022,4,3110165,16.0,16.0,0.0
2022,3,3110165,16.0,16.0,0.0
2022,2,3110165,16.0,16.0,0.0
2022,1,3110165,16.0,16.0,0.0
2022,4,3110166,15.0,15.0,0.0
2022,3,3110166,15.0,15.0,0.0
2022,2,3110166,15.0,15.0,0.0
2022,1,3110166,15.0,15.0,0.0
2022,4,3110167,28.0,28.0,0.0
2022,3,3110167,28.0,28.0,0.0
2022,2,3110167,28.0,28.0,0.0
2022,1,3110167,28.0,28.0,0.0
2022,4,3110168,6.0,6.0,0.0
2022,3,3110168,6.0,6.0,0.0
2022,2,3110168,6.0,6.0,0.0
2022,1,3110168,6.0,6.0,0.0
2022,4,3110169,22.0,22.0,0.0
2022,3,3110169,22.0,22.0,0.0
2022,2,3110169,22.0,22.0,0.0
2022,1,3110169,22.0,22.0,0.0
2022,4,3110170,10.0,10.0,0.0
2022,3,3110170,10.0,10.0,0.0
2022,2,3110170,10.0,10.0,0.0
2022,1,3110170,10.0,10.0,0.0
2022,4,3110171,11.0,11.0,0.0
2022,3,3110171,11.0,11.0,0.0
2022,2,3110171,11.0,11.0,0.0
2022,1,3110171,11.0,11.0,0.0
2022,4,3110172,11.0,11.0,0.0
2022,3,3110172,11.0,11.0,0.0
2022,2,3110172,11.0,11.0,0.0
2022,1,3110172,11.0,11.0,0.0
2022,4,3110173,5.0,5.0,0.0
2022,3,3110173,5.0,5.0,0.0
2022,2,3110173,5.0,5.0,0.0
2022,1,3110173,5.0,5.0,0.0
2022,4,3110180,16.0,16.0,0.0
2022,3,3110180,16.0,16.0,0.0
2022,2,3110180,16.0,16.0,0.0
2022,1,3110180,16.0,16.0,0.0
2022,4,3110181,7.0,7.0,0.0
2022,3,3110181,7.0,7.0,0.0
2022,2,3110181,7.0,7.0,0.0
2022,1,3110181,7.0,7.0,0.0
2022,4,3110182,15.0,15.0,0.0
2022,3,3110182,15.0,15.0,0.0
2022,2,3110182,15.0,15.0,0.0
2022,1,3110182,15.0,15.0,0.0
2022,4,3110183,10.0,10.0,0.0
2022,3,3110183,10.0,10.0,0.0
2022,2,3110183,10.0,10.0,0.0
2022,1,3110183,10.0,10.0,0.0
2022,4,3110206,15.0,15.0,0.0
2022,3,3110206,15.0,15.0,0.0
2022,2,3110206,15.0,15.0,0.0
2022,1,3110206,15.0,15.0,0.0
2022,4,3110207,4.0,4.0,0.0
2022,3,3110207,4.0,4.0,0.0
2022,2,3110207,4.0,4.0,0.0
2022,1,3110207,4.0,4.0,0.0
2022,4,3110208,7.0,7.0,0.0
2022,3,3110208,7.0,7.0,0.0
2022,2,3110208,7.0,7.0,0.0
2022,1,3110208,7.0,7.0,0.0
2022,4,3110209,3.0,3.0,0.0
2022,3,3110209,3.0,3.0,0.0
2022,2,3110209,3.0,3.0,0.0
2022,1,3110209,3.0,3.0,0.0
2022,4,3110184,9.0,9.0,0.0
2022,3,3110184,9.0,9.0,0.0
2022,2,3110184,9.0,9.0,0.0
2022,1,3110184,9.0,9.0,0.0
2022,4,3110185,3.0,3.0,0.0
2022,3,3110185,3.0,3.0,0.0
2022,2,3110185,3.0,3.0,0.0
2022,1,3110185,3.0,3.0,0.0
2022,4,3110186,6.0,6.0,0.0
2022,3,3110186,6.0,6.0,0.0
2022,2,3110186,6.0,6.0,0.0
2022,1,3110186,6.0,6.0,0.0
