year_code,quarter_code,commercial_district_code,monthly_average_income_amount_now,expenditure_total_amount_now,monthly_average_income_amount_previous,expenditure_total_amount_previous,income_diff,expend_diff
2022,2,3110906,3482282.0,452922873.0,3482282.0,452922873.0,0.0,0.0
2022,2,3110907,3449178.0,1682625380.0,3449178.0,1682625380.0,0.0,0.0
2022,2,3110908,4982627.0,90005054.0,4982627.0,90005054.0,0.0,0.0
2022,2,3110910,3385435.0,1471456945.0,3385435.0,1471456945.0,0.0,0.0
2022,2,3110912,3268887.0,226217994.0,3268887.0,226217994.0,0.0,0.0
2022,2,3110913,3166166.0,2505897430.0,3166166.0,2505897430.0,0.0,0.0
2022,2,3110915,5751255.0,1095133431.0,5751255.0,1095133431.0,0.0,0.0
2022,2,3110916,3352725.0,2268255804.0,3352725.0,2268255804.0,0.0,0.0
2022,2,3110917,5677159.0,687624467.0,5677159.0,687624467.0,0.0,0.0
2022,2,3110918,3465227.0,1612914452.0,3465227.0,1612914452.0,0.0,0.0
2022,2,3110919,4874702.0,1877420052.0,4874702.0,1877420052.0,0.0,0.0
2022,2,3110921,4485642.0,859708712.0,4485642.0,859708712.0,0.0,0.0
2022,2,3110922,3592703.0,1487897105.0,3592703.0,1487897105.0,0.0,0.0
2022,2,3110924,4583778.0,1759224731.0,4583778.0,1759224731.0,0.0,0.0
2022,2,3110925,4435554.0,1594475492.0,4435554.0,1594475492.0,0.0,0.0
2022,2,3110926,4234872.0,2179965263.0,4234872.0,2179965263.0,0.0,0.0
2022,2,3110929,4363260.0,2709475123.0,4363260.0,2709475123.0,0.0,0.0
2022,2,3110930,4727095.0,1112781483.0,4727095.0,1112781483.0,0.0,0.0
2022,2,3110931,4196627.0,154085568.0,4196627.0,154085568.0,0.0,0.0
2022,2,3110932,3993368.0,389504227.0,3993368.0,389504227.0,0.0,0.0
2022,2,3110934,3765296.0,1477357950.0,3765296.0,1477357950.0,0.0,0.0
2022,2,3110935,4239665.0,381275492.0,4239665.0,381275492.0,0.0,0.0
2022,2,3110936,3486004.0,623519126.0,3486004.0,623519126.0,0.0,0.0
2022,2,3110939,3741400.0,3729953536.0,3741400.0,3729953536.0,0.0,0.0
2022,2,3110940,3701200.0,774789640.0,3701200.0,774789640.0,0.0,0.0
2022,2,3110942,3199704.0,5023800209.0,3199704.0,5023800209.0,0.0,0.0
2022,2,3110943,3221478.0,1151902294.0,3221478.0,1151902294.0,0.0,0.0
2022,2,3110945,2986200.0,320171634.0,2986200.0,320171634.0,0.0,0.0
2022,2,3110947,2966179.0,349773953.0,2966179.0,349773953.0,0.0,0.0
2022,2,3110949,4000404.0,337670218.0,4000404.0,337670218.0,0.0,0.0
2022,2,3110951,2857685.0,545918532.0,2857685.0,545918532.0,0.0,0.0
2022,2,3110952,2526010.0,531557003.0,2526010.0,531557003.0,0.0,0.0
2022,2,3110953,4411876.0,1004338360.0,4411876.0,1004338360.0,0.0,0.0
2022,2,3110954,3686966.0,521453085.0,3686966.0,521453085.0,0.0,0.0
2022,2,3110955,2909460.0,4481561126.0,2909460.0,4481561126.0,0.0,0.0
2022,2,3110956,3979369.0,703749157.0,3979369.0,703749157.0,0.0,0.0
2022,2,3110957,3496418.0,1591782820.0,3496418.0,1591782820.0,0.0,0.0
2022,2,3110958,4118470.0,1067915396.0,4118470.0,1067915396.0,0.0,0.0
2022,2,3110959,4291696.0,292962061.0,4291696.0,292962061.0,0.0,0.0
2022,2,3110961,3318129.0,1444220522.0,3318129.0,1444220522.0,0.0,0.0
2022,2,3110966,3320931.0,1812934729.0,3320931.0,1812934729.0,0.0,0.0
2022,2,3110967,3201729.0,924042436.0,3201729.0,924042436.0,0.0,0.0
2022,2,3110968,3618495.0,466605525.0,3618495.0,466605525.0,0.0,0.0
2022,2,3110969,3841049.0,964238180.0,3841049.0,964238180.0,0.0,0.0
2022,2,3110970,3665398.0,823164325.0,3665398.0,823164325.0,0.0,0.0
2022,2,3110971,3432046.0,3043232760.0,3432046.0,3043232760.0,0.0,0.0
2022,2,3110972,3347336.0,1056500384.0,3347336.0,1056500384.0,0.0,0.0
2022,2,3110973,4766183.0,1313670201.0,4766183.0,1313670201.0,0.0,0.0
2022,2,3110974,3948337.0,936652373.0,3948337.0,936652373.0,0.0,0.0
2022,2,3110975,4853527.0,539131517.0,4853527.0,539131517.0,0.0,0.0
2022,2,3110976,3250531.0,1119489213.0,3250531.0,1119489213.0,0.0,0.0
2022,2,3110979,6473963.0,770567910.0,6473963.0,770567910.0,0.0,0.0
2022,2,3110980,3416945.0,1203372074.0,3416945.0,1203372074.0,0.0,0.0
2022,2,3110981,3081543.0,895864770.0,3081543.0,895864770.0,0.0,0.0
2022,2,3110982,3414974.0,499785342.0,3414974.0,499785342.0,0.0,0.0
2022,2,3110983,3193015.0,989441993.0,3193015.0,989441993.0,0.0,0.0
2022,2,3110984,3091267.0,1995713025.0,3091267.0,1995713025.0,0.0,0.0
2022,2,3110988,5174023.0,842352089.0,5174023.0,842352089.0,0.0,0.0
2022,2,3110989,3616235.0,1239122785.0,3616235.0,1239122785.0,0.0,0.0
2022,2,3110992,4023815.0,3923283050.0,4023815.0,3923283050.0,0.0,0.0
2022,2,3110994,3250126.0,402347163.0,3250126.0,402347163.0,0.0,0.0
2022,2,3110995,4803891.0,1661967619.0,4803891.0,1661967619.0,0.0,0.0
2022,2,3110996,4949880.0,1301041080.0,4949880.0,1301041080.0,0.0,0.0
2022,2,3110997,3135357.0,7111260999.0,3135357.0,7111260999.0,0.0,0.0
2022,2,3110999,3614875.0,798255194.0,3614875.0,798255194.0,0.0,0.0
2022,2,3111001,3838800.0,386417722.0,3838800.0,386417722.0,0.0,0.0
2022,2,3111003,3010887.0,6139320585.0,3010887.0,6139320585.0,0.0,0.0
2022,2,3111004,2950854.0,5765259867.0,2950854.0,5765259867.0,0.0,0.0
2022,2,3111005,2835826.0,4862862549.0,2835826.0,4862862549.0,0.0,0.0
2022,2,3111006,2800884.0,5506856090.0,2800884.0,5506856090.0,0.0,0.0
2022,2,3111007,2717569.0,4910763463.0,2717569.0,4910763463.0,0.0,0.0
2022,2,3111008,2718031.0,2914259077.0,2718031.0,2914259077.0,0.0,0.0
2022,2,3111009,2627831.0,604549258.0,2627831.0,604549258.0,0.0,0.0
2022,2,3111010,2937323.0,5660251475.0,2937323.0,5660251475.0,0.0,0.0
2022,2,3111011,6025078.0,151641866.0,6025078.0,151641866.0,0.0,0.0
2022,2,3111012,2840529.0,3361106406.0,2840529.0,3361106406.0,0.0,0.0
2022,2,3111013,3194188.0,5156025642.0,3194188.0,5156025642.0,0.0,0.0
2022,2,3111014,2793952.0,1995353597.0,2793952.0,1995353597.0,0.0,0.0
2022,2,3111015,2898321.0,5655210774.0,2898321.0,5655210774.0,0.0,0.0
2022,2,3111016,2867597.0,1978573009.0,2867597.0,1978573009.0,0.0,0.0
2022,2,3111017,2632906.0,714136891.0,2632906.0,714136891.0,0.0,0.0
2022,2,3111019,2992773.0,5013306316.0,2992773.0,5013306316.0,0.0,0.0
2022,2,3111020,2888541.0,486915209.0,2888541.0,486915209.0,0.0,0.0
2022,2,3111021,3430269.0,5276061066.0,3430269.0,5276061066.0,0.0,0.0
2022,2,3111022,2871319.0,1401174672.0,2871319.0,1401174672.0,0.0,0.0
2022,2,3111023,2812677.0,1412671274.0,2812677.0,1412671274.0,0.0,0.0
2022,2,3111024,2606588.0,951223319.0,2606588.0,951223319.0,0.0,0.0
2022,2,3111025,2784032.0,1830841310.0,2784032.0,1830841310.0,0.0,0.0
2022,2,3111026,3087081.0,2402968443.0,3087081.0,2402968443.0,0.0,0.0
2022,2,3111027,2676663.0,2992285256.0,2676663.0,2992285256.0,0.0,0.0
2022,2,3111028,2686383.0,784923404.0,2686383.0,784923404.0,0.0,0.0
2022,2,3111029,2822499.0,554488670.0,2822499.0,554488670.0,0.0,0.0
2022,2,3111030,3000885.0,1130415031.0,3000885.0,1130415031.0,0.0,0.0
2022,2,3111031,2725972.0,1496056598.0,2725972.0,1496056598.0,0.0,0.0
2022,2,3111032,3939605.0,995113809.0,3939605.0,995113809.0,0.0,0.0
2022,2,3111033,2569823.0,345779686.0,2569823.0,345779686.0,0.0,0.0
2022,2,3111034,2809122.0,2110300758.0,2809122.0,2110300758.0,0.0,0.0
2022,2,3111035,2892275.0,1922741796.0,2892275.0,1922741796.0,0.0,0.0
2022,2,3111036,2688489.0,634383625.0,2688489.0,634383625.0,0.0,0.0
2022,2,3111037,2538907.0,411760299.0,2538907.0,411760299.0,0.0,0.0
2022,2,3111038,2472370.0,1476944882.0,2472370.0,1476944882.0,0.0,0.0
2022,2,3111039,2442242.0,1261413488.0,2442242.0,1261413488.0,0.0,0.0
2022,2,3111040,2334060.0,1245058042.0,2334060.0,1245058042.0,0.0,0.0
2022,2,3111042,2424963.0,2441133871.0,2424963.0,2441133871.0,0.0,0.0
2022,2,3111043,2338425.0,1565296585.0,2338425.0,1565296585.0,0.0,0.0
2022,2,3111044,2265814.0,1818456929.0,2265814.0,1818456929.0,0.0,0.0
2022,2,3111045,2316169.0,655126763.0,2316169.0,655126763.0,0.0,0.0
2022,2,3111046,2377003.0,4201072204.0,2377003.0,4201072204.0,0.0,0.0
2022,2,3111047,2158584.0,1241557566.0,2158584.0,1241557566.0,0.0,0.0
2022,2,3111049,2602192.0,2162669920.0,2602192.0,2162669920.0,0.0,0.0
2022,2,3111051,2721844.0,2658757815.0,2721844.0,2658757815.0,0.0,0.0
2022,2,3111052,2583404.0,2599527301.0,2583404.0,2599527301.0,0.0,0.0
2022,2,3111053,3336448.0,2852225329.0,3336448.0,2852225329.0,0.0,0.0
2022,2,3111054,2819294.0,239946954.0,2819294.0,239946954.0,0.0,0.0
2022,2,3111055,2224020.0,133078748.0,2224020.0,133078748.0,0.0,0.0
2022,2,3111056,2999948.0,251223247.0,2999948.0,251223247.0,0.0,0.0
2022,2,3111057,2331103.0,2072699236.0,2331103.0,2072699236.0,0.0,0.0
2022,2,3111058,2645223.0,972043874.0,2645223.0,972043874.0,0.0,0.0
2022,2,3111059,2677083.0,5068426287.0,2677083.0,5068426287.0,0.0,0.0
2022,2,3111060,2524486.0,4432980578.0,2524486.0,4432980578.0,0.0,0.0
2022,2,3111061,2459494.0,4871072059.0,2459494.0,4871072059.0,0.0,0.0
2022,2,3111062,3207799.0,1925893019.0,3207799.0,1925893019.0,0.0,0.0
2022,2,3111063,2580210.0,2679162346.0,2580210.0,2679162346.0,0.0,0.0
2022,2,3111064,2697890.0,1529680999.0,2697890.0,1529680999.0,0.0,0.0
2022,2,3111065,2210681.0,1107618761.0,2210681.0,1107618761.0,0.0,0.0
2022,2,3111066,2361537.0,2449094040.0,2361537.0,2449094040.0,0.0,0.0
2022,2,3111067,2817643.0,4977078933.0,2817643.0,4977078933.0,0.0,0.0
2022,2,3111068,4788166.0,155431072.0,4788166.0,155431072.0,0.0,0.0
2022,2,3111069,2228507.0,1995547132.0,2228507.0,1995547132.0,0.0,0.0
2022,2,3111070,2251667.0,1349568900.0,2251667.0,1349568900.0,0.0,0.0
2022,2,3111071,2471344.0,779450446.0,2471344.0,779450446.0,0.0,0.0
2022,2,3111072,2611382.0,3705942314.0,2611382.0,3705942314.0,0.0,0.0
2022,2,3111073,2850575.0,3738670753.0,2850575.0,3738670753.0,0.0,0.0
2022,2,3111074,2845342.0,1208234536.0,2845342.0,1208234536.0,0.0,0.0
2022,2,3111075,2410851.0,2018920300.0,2410851.0,2018920300.0,0.0,0.0
2022,2,3111076,2636819.0,828796978.0,2636819.0,828796978.0,0.0,0.0
2022,2,3111077,2685467.0,5572994071.0,2685467.0,5572994071.0,0.0,0.0
2022,2,3111078,2504206.0,4768847295.0,2504206.0,4768847295.0,0.0,0.0
2022,2,3111079,2888413.0,1315654665.0,2888413.0,1315654665.0,0.0,0.0
2022,2,3111080,3126674.0,1294837113.0,3126674.0,1294837113.0,0.0,0.0
2022,2,3111082,3143382.0,502756843.0,3143382.0,502756843.0,0.0,0.0
2022,2,3111083,2477638.0,1812225212.0,2477638.0,1812225212.0,0.0,0.0
2022,2,3111084,3107791.0,480653213.0,3107791.0,480653213.0,0.0,0.0
2022,2,3111085,2558553.0,5007325425.0,2558553.0,5007325425.0,0.0,0.0
2022,2,3111086,2851749.0,1264810182.0,2851749.0,1264810182.0,0.0,0.0
2022,2,3111087,2493823.0,995226881.0,2493823.0,995226881.0,0.0,0.0
2022,2,3111088,2369104.0,941528487.0,2369104.0,941528487.0,0.0,0.0
2022,2,3111089,2456725.0,1310650750.0,2456725.0,1310650750.0,0.0,0.0
2022,3,3110001,4354652.0,520427635.0,4354652.0,520427635.0,0.0,0.0
2022,3,3110002,3463885.0,232465205.0,3463885.0,232465205.0,0.0,0.0
2022,3,3110003,3474789.0,1349699230.0,3474789.0,1349699230.0,0.0,0.0
2022,3,3110004,2644953.0,712772785.0,2644953.0,712772785.0,0.0,0.0
2022,3,3110005,3768541.0,884701599.0,3768541.0,884701599.0,0.0,0.0
2022,3,3110006,3963935.0,267177363.0,3963935.0,267177363.0,0.0,0.0
2022,3,3110007,2770422.0,1357989746.0,2770422.0,1357989746.0,0.0,0.0
2022,3,3110008,3443668.0,2746062777.0,3443668.0,2746062777.0,0.0,0.0
2022,3,3110009,3702978.0,982492942.0,3702978.0,982492942.0,0.0,0.0
2022,3,3110010,4492856.0,2243586695.0,4492856.0,2243586695.0,0.0,0.0
2022,3,3110012,5448355.0,1224738411.0,5448355.0,1224738411.0,0.0,0.0
2022,3,3110014,5290159.0,246628270.0,5290159.0,246628270.0,0.0,0.0
2022,3,3110016,4884771.0,1635958594.0,4884771.0,1635958594.0,0.0,0.0
2022,3,3110017,3978549.0,488287266.0,3978549.0,488287266.0,0.0,0.0
2022,3,3110018,3430192.0,1569319603.0,3430192.0,1569319603.0,0.0,0.0
2022,3,3110020,2736810.0,1893277180.0,2736810.0,1893277180.0,0.0,0.0
2022,3,3110021,2902668.0,1062083531.0,2902668.0,1062083531.0,0.0,0.0
2022,3,3110022,3478003.0,879563907.0,3478003.0,879563907.0,0.0,0.0
2022,3,3110023,3548230.0,430124011.0,3548230.0,430124011.0,0.0,0.0
2022,3,3110024,3655720.0,526235130.0,3655720.0,526235130.0,0.0,0.0
2022,3,3110025,2770370.0,232818153.0,2770370.0,232818153.0,0.0,0.0
2022,3,3110027,2786575.0,1443674534.0,2786575.0,1443674534.0,0.0,0.0
2022,3,3110028,2461097.0,2099016363.0,2461097.0,2099016363.0,0.0,0.0
2022,3,3110029,2098071.0,2352986552.0,2098071.0,2352986552.0,0.0,0.0
2022,3,3110030,2376672.0,202754119.0,2376672.0,202754119.0,0.0,0.0
2022,3,3110031,2216896.0,173868489.0,2216896.0,173868489.0,0.0,0.0
2022,3,3110033,2207936.0,771111000.0,2207936.0,771111000.0,0.0,0.0
2022,3,3110035,2251484.0,1867544638.0,2251484.0,1867544638.0,0.0,0.0
2022,3,3110036,2674433.0,173906013.0,2674433.0,173906013.0,0.0,0.0
2022,3,3110037,2191167.0,969598430.0,2191167.0,969598430.0,0.0,0.0
2022,3,3110039,1988593.0,57559772.0,1988593.0,57559772.0,0.0,0.0
2022,3,3110040,2645687.0,1230137661.0,2645687.0,1230137661.0,0.0,0.0
2022,3,3110041,2435163.0,597007525.0,2435163.0,597007525.0,0.0,0.0
2022,3,3110042,3232386.0,1228216215.0,3232386.0,1228216215.0,0.0,0.0
2022,3,3110043,2824585.0,1564568535.0,2824585.0,1564568535.0,0.0,0.0
2022,3,3110045,2461667.0,354161658.0,2461667.0,354161658.0,0.0,0.0
2022,3,3110047,2759072.0,1195911920.0,2759072.0,1195911920.0,0.0,0.0
2022,3,3110048,2981152.0,1413011253.0,2981152.0,1413011253.0,0.0,0.0
2022,3,3110049,2908231.0,1079848128.0,2908231.0,1079848128.0,0.0,0.0
2022,3,3110050,2710670.0,793450199.0,2710670.0,793450199.0,0.0,0.0
2022,3,3110051,2461144.0,667566496.0,2461144.0,667566496.0,0.0,0.0
2022,3,3110052,2404238.0,797341566.0,2404238.0,797341566.0,0.0,0.0
2022,3,3110053,2240230.0,975466676.0,2240230.0,975466676.0,0.0,0.0
2022,3,3110054,3171413.0,2007417767.0,3171413.0,2007417767.0,0.0,0.0
2022,3,3110055,2774287.0,183778794.0,2774287.0,183778794.0,0.0,0.0
2022,3,3110056,2376257.0,2345870071.0,2376257.0,2345870071.0,0.0,0.0
2022,3,3110057,3108300.0,995897832.0,3108300.0,995897832.0,0.0,0.0
2022,3,3110058,2911566.0,2194575007.0,2911566.0,2194575007.0,0.0,0.0
2022,3,3110059,3266131.0,1460700558.0,3266131.0,1460700558.0,0.0,0.0
2022,3,3110060,2822548.0,1779795689.0,2822548.0,1779795689.0,0.0,0.0
2022,3,3110061,2979262.0,2000862980.0,2979262.0,2000862980.0,0.0,0.0
2022,3,3110062,2774795.0,776318976.0,2774795.0,776318976.0,0.0,0.0
2022,3,3110063,3009124.0,1162886145.0,3009124.0,1162886145.0,0.0,0.0
2022,3,3110064,3243655.0,1617004489.0,3243655.0,1617004489.0,0.0,0.0
2022,3,3110065,2695366.0,115479057.0,2695366.0,115479057.0,0.0,0.0
2022,3,3110066,2448662.0,1451433018.0,2448662.0,1451433018.0,0.0,0.0
2022,3,3110067,2637062.0,4042325194.0,2637062.0,4042325194.0,0.0,0.0
2022,3,3110068,3433048.0,1394945162.0,3433048.0,1394945162.0,0.0,0.0
2022,3,3110069,2684434.0,2091408330.0,2684434.0,2091408330.0,0.0,0.0
2022,3,3110070,3782576.0,126079583.0,3782576.0,126079583.0,0.0,0.0
2022,3,3110071,5482498.0,160286532.0,5482498.0,160286532.0,0.0,0.0
2022,3,3110073,3647990.0,171521415.0,3647990.0,171521415.0,0.0,0.0
2022,3,3110074,2756400.0,1534781017.0,2756400.0,1534781017.0,0.0,0.0
2022,3,3110075,2703737.0,1617334839.0,2703737.0,1617334839.0,0.0,0.0
2022,3,3110077,2851272.0,701686243.0,2851272.0,701686243.0,0.0,0.0
2022,3,3110078,6369714.0,280907628.0,6369714.0,280907628.0,0.0,0.0
2022,3,3110079,3120023.0,5816513606.0,3120023.0,5816513606.0,0.0,0.0
2022,3,3110080,2584702.0,1988754967.0,2584702.0,1988754967.0,0.0,0.0
2022,3,3110081,2556761.0,1722026054.0,2556761.0,1722026054.0,0.0,0.0
2022,3,3110082,2938264.0,793578005.0,2938264.0,793578005.0,0.0,0.0
2022,3,3110083,2562932.0,458293529.0,2562932.0,458293529.0,0.0,0.0
2022,3,3110084,2766235.0,1886525027.0,2766235.0,1886525027.0,0.0,0.0
2022,3,3110085,2990558.0,2188939195.0,2990558.0,2188939195.0,0.0,0.0
2022,3,3110087,2513895.0,738082090.0,2513895.0,738082090.0,0.0,0.0
2022,3,3110088,2872106.0,1192315963.0,2872106.0,1192315963.0,0.0,0.0
2022,3,3110089,2677303.0,1615979283.0,2677303.0,1615979283.0,0.0,0.0
2022,3,3110090,3058691.0,1346925170.0,3058691.0,1346925170.0,0.0,0.0
2022,3,3110092,2468307.0,1781029608.0,2468307.0,1781029608.0,0.0,0.0
2022,3,3110093,2777443.0,3403698511.0,2777443.0,3403698511.0,0.0,0.0
2022,3,3110095,4339790.0,1514634303.0,4339790.0,1514634303.0,0.0,0.0
2022,3,3110096,3453789.0,694524729.0,3453789.0,694524729.0,0.0,0.0
2022,3,3110098,3218904.0,237450148.0,3218904.0,237450148.0,0.0,0.0
2022,3,3110099,5729183.0,1353322823.0,5729183.0,1353322823.0,0.0,0.0
2022,3,3110102,2847836.0,252903110.0,2847836.0,252903110.0,0.0,0.0
2022,3,3110103,2213151.0,194443882.0,2213151.0,194443882.0,0.0,0.0
2022,3,3110104,2666215.0,1928005256.0,2666215.0,1928005256.0,0.0,0.0
2022,3,3110105,2365874.0,1619463514.0,2365874.0,1619463514.0,0.0,0.0
2022,3,3110107,2369658.0,216936515.0,2369658.0,216936515.0,0.0,0.0
2022,3,3110109,2494346.0,209484211.0,2494346.0,209484211.0,0.0,0.0
2022,3,3110110,2722217.0,1025524033.0,2722217.0,1025524033.0,0.0,0.0
2022,3,3110112,2622180.0,1692234915.0,2622180.0,1692234915.0,0.0,0.0
2022,3,3110113,2938811.0,789172732.0,2938811.0,789172732.0,0.0,0.0
2022,3,3110114,3041500.0,319484780.0,3041500.0,319484780.0,0.0,0.0
2022,3,3110115,2609932.0,909916791.0,2609932.0,909916791.0,0.0,0.0
2022,3,3110116,2334335.0,1029149453.0,2334335.0,1029149453.0,0.0,0.0
2022,3,3110117,2205692.0,524998968.0,2205692.0,524998968.0,0.0,0.0
2022,3,3110118,4163150.0,515886079.0,4163150.0,515886079.0,0.0,0.0
2022,3,3110120,3108465.0,565691515.0,3108465.0,565691515.0,0.0,0.0
2022,3,3110121,2656203.0,451382057.0,2656203.0,451382057.0,0.0,0.0
2022,3,3110122,2648703.0,569859649.0,2648703.0,569859649.0,0.0,0.0
2022,3,3110123,2497084.0,1068633264.0,2497084.0,1068633264.0,0.0,0.0
2022,3,3110124,2380327.0,426644891.0,2380327.0,426644891.0,0.0,0.0
2022,3,3110125,2481227.0,2207499924.0,2481227.0,2207499924.0,0.0,0.0
2022,3,3110126,2683911.0,397341358.0,2683911.0,397341358.0,0.0,0.0
2022,3,3110127,3016480.0,153848864.0,3016480.0,153848864.0,0.0,0.0
2022,3,3110128,2435523.0,4070992102.0,2435523.0,4070992102.0,0.0,0.0
2022,3,3110129,3039148.0,536029154.0,3039148.0,536029154.0,0.0,0.0
2022,3,3110130,2237845.0,821791392.0,2237845.0,821791392.0,0.0,0.0
2022,3,3110131,2619989.0,1602323628.0,2619989.0,1602323628.0,0.0,0.0
2022,3,3110132,2818946.0,952107247.0,2818946.0,952107247.0,0.0,0.0
2022,3,3110133,2556713.0,522124617.0,2556713.0,522124617.0,0.0,0.0
2022,3,3110134,2610406.0,2936426722.0,2610406.0,2936426722.0,0.0,0.0
2022,3,3110135,2567089.0,453428765.0,2567089.0,453428765.0,0.0,0.0
2022,3,3110136,2669023.0,1330547106.0,2669023.0,1330547106.0,0.0,0.0
2022,3,3110137,3333473.0,1510657423.0,3333473.0,1510657423.0,0.0,0.0
2022,3,3110138,2292404.0,1285313918.0,2292404.0,1285313918.0,0.0,0.0
2022,3,3110139,2460503.0,1598822707.0,2460503.0,1598822707.0,0.0,0.0
2022,3,3110140,2369396.0,3143153809.0,2369396.0,3143153809.0,0.0,0.0
2022,3,3110141,2282949.0,956074750.0,2282949.0,956074750.0,0.0,0.0
2022,3,3110142,2456645.0,2113204735.0,2456645.0,2113204735.0,0.0,0.0
2022,3,3110144,2488181.0,867862648.0,2488181.0,867862648.0,0.0,0.0
2022,3,3110146,2667017.0,1506488855.0,2667017.0,1506488855.0,0.0,0.0
2022,3,3110147,2463450.0,3195168079.0,2463450.0,3195168079.0,0.0,0.0
2022,3,3110148,2418795.0,657325391.0,2418795.0,657325391.0,0.0,0.0
2022,3,3110149,2772298.0,594089068.0,2772298.0,594089068.0,0.0,0.0
2022,3,3110150,2480827.0,2331626455.0,2480827.0,2331626455.0,0.0,0.0
2022,3,3110151,2491117.0,2108821996.0,2491117.0,2108821996.0,0.0,0.0
2022,3,3110152,2376956.0,731359996.0,2376956.0,731359996.0,0.0,0.0
2022,3,3110153,2616029.0,1118735342.0,2616029.0,1118735342.0,0.0,0.0
2022,3,3110154,2491844.0,2185328256.0,2491844.0,2185328256.0,0.0,0.0
2022,3,3110155,2754211.0,1783791264.0,2754211.0,1783791264.0,0.0,0.0
2022,3,3110156,2845498.0,2858750912.0,2845498.0,2858750912.0,0.0,0.0
2022,3,3110157,2628698.0,2938866512.0,2628698.0,2938866512.0,0.0,0.0
2022,3,3110158,2363691.0,2796479673.0,2363691.0,2796479673.0,0.0,0.0
2022,3,3110159,2549359.0,4163589289.0,2549359.0,4163589289.0,0.0,0.0
2022,3,3110160,2586461.0,763674113.0,2586461.0,763674113.0,0.0,0.0
2022,3,3110161,2356839.0,2220720664.0,2356839.0,2220720664.0,0.0,0.0
2022,3,3110162,2769966.0,1745042930.0,2769966.0,1745042930.0,0.0,0.0
2022,3,3110163,2717384.0,1416070069.0,2717384.0,1416070069.0,0.0,0.0
2022,3,3110164,2952316.0,1624780317.0,2952316.0,1624780317.0,0.0,0.0
2022,3,3110165,2515626.0,2118468606.0,2515626.0,2118468606.0,0.0,0.0
2022,3,3110166,2694438.0,2785503416.0,2694438.0,2785503416.0,0.0,0.0
2022,3,3110167,2524917.0,3247635962.0,2524917.0,3247635962.0,0.0,0.0
2022,3,3110168,2678712.0,1473853037.0,2678712.0,1473853037.0,0.0,0.0
2022,3,3110169,2922750.0,1137499144.0,2922750.0,1137499144.0,0.0,0.0
2022,3,3110170,2548061.0,2972668657.0,2548061.0,2972668657.0,0.0,0.0
2022,3,3110171,2387003.0,1110794278.0,2387003.0,1110794278.0,0.0,0.0
2022,3,3110172,2723879.0,1941841534.0,2723879.0,1941841534.0,0.0,0.0
2022,3,3110173,2880147.0,681804638.0,2880147.0,681804638.0,0.0,0.0
2022,3,3110174,2557225.0,2405017585.0,2557225.0,2405017585.0,0.0,0.0
2022,3,3110175,2699984.0,2961500469.0,2699984.0,2961500469.0,0.0,0.0
2022,3,3110176,2380483.0,2599200823.0,2380483.0,2599200823.0,0.0,0.0
2022,3,3110177,2513600.0,915483682.0,2513600.0,915483682.0,0.0,0.0
2022,3,3110178,3127430.0,673639856.0,3127430.0,673639856.0,0.0,0.0
2022,3,3110179,3221582.0,541151682.0,3221582.0,541151682.0,0.0,0.0
2022,3,3110180,3838199.0,1133162572.0,3838199.0,1133162572.0,0.0,0.0
2022,3,3110181,2955207.0,764263688.0,2955207.0,764263688.0,0.0,0.0
2022,3,3110182,2933388.0,553020948.0,2933388.0,553020948.0,0.0,0.0
2022,3,3110183,2340603.0,258452133.0,2340603.0,258452133.0,0.0,0.0
2022,3,3110184,2249832.0,293390454.0,2249832.0,293390454.0,0.0,0.0
2022,3,3110185,2387871.0,299199134.0,2387871.0,299199134.0,0.0,0.0
2022,3,3110186,2640696.0,187169059.0,2640696.0,187169059.0,0.0,0.0
2022,3,3110187,2668899.0,2359352532.0,2668899.0,2359352532.0,0.0,0.0
2022,3,3110188,2865719.0,2004731053.0,2865719.0,2004731053.0,0.0,0.0
2022,3,3110189,2813260.0,1271809951.0,2813260.0,1271809951.0,0.0,0.0
2022,3,3110190,2677268.0,1219156729.0,2677268.0,1219156729.0,0.0,0.0
2022,3,3110191,2287115.0,676581689.0,2287115.0,676581689.0,0.0,0.0
2022,3,3110193,2387752.0,864173287.0,2387752.0,864173287.0,0.0,0.0
2022,3,3110194,2390013.0,784169432.0,2390013.0,784169432.0,0.0,0.0
2022,3,3110195,2427681.0,1966921709.0,2427681.0,1966921709.0,0.0,0.0
2022,3,3110197,2650093.0,273845661.0,2650093.0,273845661.0,0.0,0.0
2022,3,3110199,2100044.0,603355743.0,2100044.0,603355743.0,0.0,0.0
2022,3,3110200,2389018.0,484974900.0,2389018.0,484974900.0,0.0,0.0
2022,3,3110201,2140881.0,221045467.0,2140881.0,221045467.0,0.0,0.0
2022,3,3110203,2494473.0,832921974.0,2494473.0,832921974.0,0.0,0.0
2022,3,3110204,2670116.0,1487270554.0,2670116.0,1487270554.0,0.0,0.0
2022,3,3110205,2724291.0,1340587476.0,2724291.0,1340587476.0,0.0,0.0
2022,3,3110206,2399037.0,1650193969.0,2399037.0,1650193969.0,0.0,0.0
2022,3,3110207,2272238.0,451116632.0,2272238.0,451116632.0,0.0,0.0
2022,3,3110208,2633460.0,369532496.0,2633460.0,369532496.0,0.0,0.0
2022,3,3110209,2349901.0,290747659.0,2349901.0,290747659.0,0.0,0.0
2022,3,3110210,2527464.0,1657454374.0,2527464.0,1657454374.0,0.0,0.0
