"기준_년분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","아파트_단지_수","아파트_면적_66_제곱미터_미만_세대_수","아파트_면적_66_제곱미터_세대_수","아파트_면적_99_제곱미터_세대_수","아파트_면적_132_제곱미터_세대_수","아파트_면적_165_제곱미터_세대_수","아파트_가격_1_억_미만_세대_수","아파트_가격_1_억_세대_수","아파트_가격_2_억_세대_수","아파트_가격_3_억_세대_수","아파트_가격_4_억_세대_수","아파트_가격_5_억_세대_수","아파트_가격_6_억_이상_세대_수","아파트_평균_면적","아파트_평균_시가"
"20232","R","전통시장","3130276","신림중앙시장(조원동 펭귄시장)","2","22","","","","","15","6","1","","","","","18","87040000"
"20233","R","전통시장","3130276","신림중앙시장(조원동 펭귄시장)","2","22","","","","","15","6","1","","","","","18","87040000"
"20231","R","전통시장","3130277","조원동 펭귄시장(신림중앙시장)","17","129","27","2","","","6","95","55","2","","","","50","180005093"
"20232","R","전통시장","3130277","조원동 펭귄시장(신림중앙시장)","17","129","27","2","","","6","95","55","2","","","","50","180005093"
"20233","R","전통시장","3130277","조원동 펭귄시장(신림중앙시장)","17","129","27","2","","","6","95","55","2","","","","50","180005093"
"20231","R","전통시장","3130278","미성동 도깨비시장 골목형상점가","9","58","9","4","","","13","48","10","","","","","48","126452646"
"20232","R","전통시장","3130278","미성동 도깨비시장 골목형상점가","9","58","9","4","","","13","48","10","","","","","48","126452646"
"20233","R","전통시장","3130278","미성동 도깨비시장 골목형상점가","9","58","9","4","","","13","48","10","","","","","48","126452646"
"20231","R","전통시장","3130279","관악신사시장","26","171","59","1","","","12","135","84","","","","","53","187307978"
"20232","R","전통시장","3130279","관악신사시장","26","171","59","1","","","12","135","84","","","","","53","187307978"
"20233","R","전통시장","3130279","관악신사시장","26","171","59","1","","","12","135","84","","","","","53","187307978"
"20231","R","전통시장","3130077","조양시장","3","34","","","","","20","13","1","","","","","19","105476667"
"20232","R","전통시장","3130077","조양시장","3","34","","","","","20","13","1","","","","","19","105476667"
"20233","R","전통시장","3130077","조양시장","3","34","","","","","20","13","1","","","","","19","105476667"
"20231","R","전통시장","3130078","화양제일골목시장","5","42","2","","","","23","17","4","","","","","26","117611667"
"20232","R","전통시장","3130078","화양제일골목시장","5","42","2","","","","23","17","4","","","","","26","117611667"
"20233","R","전통시장","3130078","화양제일골목시장","5","42","2","","","","23","17","4","","","","","26","117611667"
"20231","R","전통시장","3130079","한아름시장","6","51","10","","","","24","29","8","","","","","32","126355126"
"20232","R","전통시장","3130079","한아름시장","6","51","10","","","","24","29","8","","","","","32","126355126"
"20233","R","전통시장","3130079","한아름시장","6","51","10","","","","24","29","8","","","","","32","126355126"
"20231","R","전통시장","3130080","자양종합시장(기능상실)","1","8","2","","","","","","10","","","","","63","277300000"
"20232","R","전통시장","3130080","자양종합시장(기능상실)","1","8","2","","","","","","10","","","","","63","277300000"
"20233","R","전통시장","3130080","자양종합시장(기능상실)","1","8","2","","","","","","10","","","","","63","277300000"
"20231","R","전통시장","3130081","자양골목전통시장(자양골목시장)","37","255","42","3","","","6","145","144","5","","","","47","198677733"
"20232","R","전통시장","3130081","자양골목전통시장(자양골목시장)","37","255","42","3","","","6","145","144","5","","","","47","198677733"
"20233","R","전통시장","3130081","자양골목전통시장(자양골목시장)","37","255","42","3","","","6","145","144","5","","","","47","198677733"
"20231","R","전통시장","3130082","면곡골목시장","2","20","","","","","11","9","","","","","","31","137154167"
"20232","R","전통시장","3130082","면곡골목시장","2","20","","","","","11","9","","","","","","31","137154167"
"20233","R","전통시장","3130082","면곡골목시장","2","20","","","","","11","9","","","","","","31","137154167"
"20231","R","전통시장","3130083","중곡제일시장(중곡제일골목시장, 광성시장)","6","49","5","","","","","33","18","3","","","","44","214833375"
"20232","R","전통시장","3130083","중곡제일시장(중곡제일골목시장, 광성시장)","6","49","5","","","","","33","18","3","","","","44","214833375"
"20233","R","전통시장","3130083","중곡제일시장(중곡제일골목시장, 광성시장)","6","49","5","","","","","33","18","3","","","","44","214833375"
"20231","R","전통시장","3130156","시영2단지 무지개종합상가(중계 무지개2단지아파트상가)","1","11","","","","","","","10","1","","","","41","268181818"
"20232","R","전통시장","3130156","시영2단지 무지개종합상가(중계 무지개2단지아파트상가)","1","11","","","","","","","10","1","","","","41","268181818"
"20233","R","전통시장","3130156","시영2단지 무지개종합상가(중계 무지개2단지아파트상가)","1","11","","","","","","","10","1","","","","41","268181818"
"20231","R","전통시장","3130157","상계중앙시장","23","162","22","","","","39","119","18","8","","","","51","144458776"
"20232","R","전통시장","3130157","상계중앙시장","23","162","22","","","","39","119","18","8","","","","51","144458776"
"20233","R","전통시장","3130157","상계중앙시장","23","162","22","","","","39","119","18","8","","","","51","144458776"
"20231","R","전통시장","3130158","상계역전종합상가","2","24","","","","","","","24","","","","","47","244000000"
"20232","R","전통시장","3130158","상계역전종합상가","2","24","","","","","","","24","","","","","47","244000000"
"20233","R","전통시장","3130158","상계역전종합상가","2","24","","","","","","","24","","","","","47","244000000"
"20231","R","전통시장","3130159","공릉동 도깨비시장","22","169","70","1","","","12","140","78","10","","","","58","177160621"
"20232","R","전통시장","3130159","공릉동 도깨비시장","22","169","70","1","","","12","140","78","10","","","","58","177160621"
"20233","R","전통시장","3130159","공릉동 도깨비시장","22","169","70","1","","","12","140","78","10","","","","58","177160621"
"20231","R","전통시장","3130161","증산종합시장","3","18","13","","","","","18","13","","","","","66","196250000"
"20232","R","전통시장","3130161","증산종합시장","3","18","13","","","","","18","13","","","","","66","196250000"
"20233","R","전통시장","3130161","증산종합시장","3","18","13","","","","","18","13","","","","","66","196250000"
"20231","R","전통시장","3130162","증산골목시장","1","9","","","","","","","3","6","","","","34","310444444"
"20232","R","전통시장","3130162","증산골목시장","1","9","","","","","","","3","6","","","","34","310444444"
"20233","R","전통시장","3130162","증산골목시장","1","9","","","","","","","3","6","","","","34","310444444"
"20231","R","전통시장","3130255","영등포전통시장","2","13","5","","","","","8","10","","","","","47","194937500"
"20232","R","전통시장","3130255","영등포전통시장","2","13","5","","","","","8","10","","","","","47","194937500"
"20233","R","전통시장","3130255","영등포전통시장","2","13","5","","","","","8","10","","","","","47","194937500"
"20231","R","전통시장","3130258","영진시장A동","1","1","11","","","","","12","","","","","","72","130000000"
"20232","R","전통시장","3130258","영진시장A동","1","1","11","","","","","12","","","","","","72","130000000"
"20233","R","전통시장","3130258","영진시장A동","1","1","11","","","","","12","","","","","","72","130000000"
"20231","R","전통시장","3130260","신대방1동골목상권","3","13","4","","","","2","11","4","","","","","51","150693056"
"20232","R","전통시장","3130260","신대방1동골목상권","3","13","4","","","","2","11","4","","","","","51","150693056"
"20233","R","전통시장","3130260","신대방1동골목상권","3","13","4","","","","2","11","4","","","","","51","150693056"
"20231","R","전통시장","3130261","성대전통시장(성대시장)","14","51","67","","","","3","51","62","2","","","","63","202004445"
"20232","R","전통시장","3130261","성대전통시장(성대시장)","14","51","67","","","","3","51","62","2","","","","63","202004445"
"20233","R","전통시장","3130261","성대전통시장(성대시장)","14","51","67","","","","3","51","62","2","","","","63","202004445"
"20231","R","전통시장","3130084","신성시장(신성골목시장)","2","19","","","","","","14","5","","","","","50","173388889"
"20232","R","전통시장","3130084","신성시장(신성골목시장)","2","19","","","","","","14","5","","","","","50","173388889"
"20233","R","전통시장","3130084","신성시장(신성골목시장)","2","19","","","","","","14","5","","","","","50","173388889"
"20231","R","전통시장","3130086","서울약령시장","5","53","1","","","","1","41","12","","","","","37","170005455"
"20232","R","전통시장","3130086","서울약령시장","5","53","1","","","","1","41","12","","","","","37","170005455"
"20233","R","전통시장","3130086","서울약령시장","5","53","1","","","","1","41","12","","","","","37","170005455"
"20231","R","전통시장","3130089","청량리수산시장","1","24","","","","","","","12","12","","","","39","313750000"
"20232","R","전통시장","3130089","청량리수산시장","1","24","","","","","","","12","12","","","","39","313750000"
"20233","R","전통시장","3130089","청량리수산시장","1","24","","","","","","","12","12","","","","39","313750000"
"20231","R","전통시장","3130163","응암오거리상점가","31","185","48","","","","33","126","74","","","","","51","161410064"
"20232","R","전통시장","3130163","응암오거리상점가","31","185","48","","","","33","126","74","","","","","51","161410064"
"20233","R","전통시장","3130163","응암오거리상점가","31","185","48","","","","33","126","74","","","","","51","161410064"
"20231","R","전통시장","3130164","역촌중앙시장","1","12","","","","","","12","","","","","","54","160000000"
"20232","R","전통시장","3130164","역촌중앙시장","1","12","","","","","","12","","","","","","54","160000000"
"20233","R","전통시장","3130164","역촌중앙시장","1","12","","","","","","12","","","","","","54","160000000"
"20231","R","전통시장","3130249","동남상가","1","1","11","","","","1","11","","","","","","77","148325000"
"20232","R","전통시장","3130249","동남상가","1","1","11","","","","1","11","","","","","","77","148325000"
"20233","R","전통시장","3130249","동남상가","1","1","11","","","","1","11","","","","","","77","148325000"
"20231","R","전통시장","3130072","성동용답상가시장","16","53","39","2","","","18","31","30","3","12","","","60","200719671"
"20232","R","전통시장","3130072","성동용답상가시장","16","53","39","2","","","18","31","30","3","12","","","60","200719671"
"20233","R","전통시장","3130072","성동용답상가시장","16","53","39","2","","","18","31","30","3","12","","","60","200719671"
"20231","R","전통시장","3130073","뚝도시장","1","8","2","","","","","","","","","7","3","63","587700000"
"20232","R","전통시장","3130073","뚝도시장","1","8","2","","","","","","","","","7","3","63","587700000"
"20233","R","전통시장","3130073","뚝도시장","1","8","2","","","","","","","","","7","3","63","587700000"
"20231","R","전통시장","3130074","영동교골목시장","3","15","3","","","","","7","6","5","","","","50","241261905"
"20232","R","전통시장","3130074","영동교골목시장","3","15","3","","","","","7","6","5","","","","50","241261905"
"20233","R","전통시장","3130074","영동교골목시장","3","15","3","","","","","7","6","5","","","","50","241261905"
"20231","R","전통시장","3130150","창동골목시장","8","56","","","","","9","47","","","","","","46","119509524"
"20232","R","전통시장","3130150","창동골목시장","8","56","","","","","9","47","","","","","","46","119509524"
"20233","R","전통시장","3130150","창동골목시장","8","56","","","","","9","47","","","","","","46","119509524"
"20231","R","전통시장","3130269","강남시장(동작구 강남시장)","1","11","1","","","","10","2","","","","","","52","82816667"
"20232","R","전통시장","3130269","강남시장(동작구 강남시장)","1","11","1","","","","10","2","","","","","","52","82816667"
"20233","R","전통시장","3130269","강남시장(동작구 강남시장)","1","11","1","","","","10","2","","","","","","52","82816667"
"20231","R","전통시장","3130271","남성역골목시장","5","22","10","1","","","4","15","13","1","","","","51","191120595"
"20232","R","전통시장","3130271","남성역골목시장","5","22","10","1","","","4","15","13","1","","","","51","191120595"
"20233","R","전통시장","3130271","남성역골목시장","5","22","10","1","","","4","15","13","1","","","","51","191120595"
"20231","R","전통시장","3130273","남성사계시장(남성시장)","2","18","","","","","","17","1","","","","","26","143825000"
"20232","R","전통시장","3130273","남성사계시장(남성시장)","2","18","","","","","","17","1","","","","","26","143825000"
"20233","R","전통시장","3130273","남성사계시장(남성시장)","2","18","","","","","","17","1","","","","","26","143825000"
"20231","R","전통시장","3130091","청량종합도매시장","11","98","1","","","","25","48","26","","","","","38","159250649"
"20232","R","전통시장","3130091","청량종합도매시장","11","98","1","","","","25","48","26","","","","","38","159250649"
"20233","R","전통시장","3130091","청량종합도매시장","11","98","1","","","","25","48","26","","","","","38","159250649"
"20231","R","전통시장","3130092","청량리농수산물시장","3","52","","","","","","12","40","","","","","51","211573333"
"20232","R","전통시장","3130092","청량리농수산물시장","3","52","","","","","","12","40","","","","","51","211573333"
"20233","R","전통시장","3130092","청량리농수산물시장","3","52","","","","","","12","40","","","","","51","211573333"
"20231","R","전통시장","3130097","답십리 건축자재시장","4","22","","","","","9","12","1","","","","","35","113413333"
"20232","R","전통시장","3130097","답십리 건축자재시장","4","22","","","","","9","12","1","","","","","35","113413333"
"20233","R","전통시장","3130097","답십리 건축자재시장","4","22","","","","","9","12","1","","","","","35","113413333"
"20231","R","전통시장","3130169","대조시장","38","286","23","","","","85","178","46","","","","","42","136444472"
"20232","R","전통시장","3130169","대조시장","38","286","23","","","","85","178","46","","","","","42","136444472"
"20233","R","전통시장","3130169","대조시장","38","286","23","","","","85","178","46","","","","","42","136444472"
"20231","R","전통시장","3130171","불광먹자골목 골목형상점가","17","124","8","","","","33","86","13","","","","","31","135951569"
"20232","R","전통시장","3130171","불광먹자골목 골목형상점가","17","124","8","","","","33","86","13","","","","","31","135951569"
"20233","R","전통시장","3130171","불광먹자골목 골목형상점가","17","124","8","","","","33","86","13","","","","","31","135951569"
"20231","R","전통시장","3130173","백련시장","1","12","","","","","","8","4","","","","","57","190250000"
"20232","R","전통시장","3130173","백련시장","1","12","","","","","","8","4","","","","","57","190250000"
"20233","R","전통시장","3130173","백련시장","1","12","","","","","","8","4","","","","","57","190250000"
"20231","R","전통시장","3130281","우림시장","1","11","","","","","","2","9","","","","","42","204454545"
"20232","R","전통시장","3130281","우림시장","1","11","","","","","","2","9","","","","","42","204454545"
"20233","R","전통시장","3130281","우림시장","1","11","","","","","","2","9","","","","","42","204454545"
"20231","R","전통시장","3130282","난곡 골목형상점가","2","11","1","","","","","11","1","","","","","49","187442857"
"20232","R","전통시장","3130282","난곡 골목형상점가","2","11","1","","","","","11","1","","","","","49","187442857"
"20233","R","전통시장","3130282","난곡 골목형상점가","2","11","1","","","","","11","1","","","","","49","187442857"
"20231","R","전통시장","3130283","신원시장","4","20","5","1","","","6","14","6","","","","","50","172078889"
"20232","R","전통시장","3130283","신원시장","4","20","5","1","","","6","14","6","","","","","50","172078889"
"20233","R","전통시장","3130283","신원시장","4","20","5","1","","","6","14","6","","","","","50","172078889"
"20231","R","전통시장","3130100","답십리시장","1","3","3","","","","","5","1","","","","","64","178166667"
"20232","R","전통시장","3130100","답십리시장","1","3","3","","","","","5","1","","","","","64","178166667"
"20233","R","전통시장","3130100","답십리시장","1","3","3","","","","","5","1","","","","","64","178166667"
"20231","R","전통시장","3130101","답십리현대시장","1","8","","","","","","4","4","","","","","38","170625000"
"20232","R","전통시장","3130101","답십리현대시장","1","8","","","","","","4","4","","","","","38","170625000"
"20233","R","전통시장","3130101","답십리현대시장","1","8","","","","","","4","4","","","","","38","170625000"
"20231","R","전통시장","3130102","이문제일시장","1","2","4","","","","","","6","","","","","68","251500000"
"20232","R","전통시장","3130102","이문제일시장","1","2","4","","","","","","6","","","","","68","251500000"
"20233","R","전통시장","3130102","이문제일시장","1","2","4","","","","","","6","","","","","68","251500000"
"20231","R","전통시장","3130177","인왕시장(홍제골목형상점가)","1","1","11","","","","","1","11","","","","","72","223083333"
"20232","R","전통시장","3130177","인왕시장(홍제골목형상점가)","1","1","11","","","","","1","11","","","","","72","223083333"
"20233","R","전통시장","3130177","인왕시장(홍제골목형상점가)","1","1","11","","","","","1","11","","","","","72","223083333"
"20231","R","전통시장","3130179","이화여대 3,5,7길 상점가","8","84","3","","","","27","44","16","","","","","21","130945455"
"20232","R","전통시장","3130179","이화여대 3,5,7길 상점가","8","84","3","","","","27","44","16","","","","","21","130945455"
"20233","R","전통시장","3130179","이화여대 3,5,7길 상점가","8","84","3","","","","27","44","16","","","","","21","130945455"
"20231","R","전통시장","3130180","포방터시장","8","49","1","","","","28","19","3","","","","","49","115069494"
"20232","R","전통시장","3130180","포방터시장","8","49","1","","","","28","19","3","","","","","49","115069494"
"20233","R","전통시장","3130180","포방터시장","8","49","1","","","","28","19","3","","","","","49","115069494"
"20231","R","전통시장","3130262","상도도깨비 골목형상점가","9","56","28","","","","","43","35","6","","","","59","202423611"
"20232","R","전통시장","3130262","상도도깨비 골목형상점가","9","56","28","","","","","43","35","6","","","","59","202423611"
"20233","R","전통시장","3130262","상도도깨비 골목형상점가","9","56","28","","","","","43","35","6","","","","59","202423611"
"20231","R","전통시장","3130285","서원동상점가","1","12","","","","","12","","","","","","","13","93075000"
"20232","R","전통시장","3130285","서원동상점가","1","12","","","","","12","","","","","","","13","93075000"
"20233","R","전통시장","3130285","서원동상점가","1","12","","","","","12","","","","","","","13","93075000"
"20231","R","전통시장","3130098","회기시장","4","39","12","","","","8","27","16","","","","","41","166203333"
"20232","R","전통시장","3130098","회기시장","4","39","12","","","","8","27","16","","","","","41","166203333"
"20233","R","전통시장","3130098","회기시장","4","39","12","","","","8","27","16","","","","","41","166203333"
"20231","R","전통시장","3130165","대림골목시장(대림시장, 양지시장)","8","53","9","","","","15","40","7","","","","","48","130416979"
"20232","R","전통시장","3130165","대림골목시장(대림시장, 양지시장)","8","53","9","","","","15","40","7","","","","","48","130416979"
"20233","R","전통시장","3130165","대림골목시장(대림시장, 양지시장)","8","53","9","","","","15","40","7","","","","","48","130416979"
"20231","R","전통시장","3130166","응암시장(신응암시장)","1","8","","","","","","","8","","","","","56","201000000"
"20232","R","전통시장","3130166","응암시장(신응암시장)","1","8","","","","","","","8","","","","","56","201000000"
"20233","R","전통시장","3130166","응암시장(신응암시장)","1","8","","","","","","","8","","","","","56","201000000"
"20231","R","전통시장","3130167","연신내상점가(연빛거리)","15","100","19","","","","63","40","16","","","","","46","124544280"
"20232","R","전통시장","3130167","연신내상점가(연빛거리)","15","100","19","","","","63","40","16","","","","","46","124544280"
"20233","R","전통시장","3130167","연신내상점가(연빛거리)","15","100","19","","","","63","40","16","","","","","46","124544280"
"20231","R","전통시장","3130168","연서시장","1","8","","1","","","","8","1","","","","","59","165888889"
"20232","R","전통시장","3130168","연서시장","1","8","","1","","","","8","1","","","","","59","165888889"
"20233","R","전통시장","3130168","연서시장","1","8","","1","","","","8","1","","","","","59","165888889"
"20231","R","전통시장","3130267","본동인정시장(기능상실)","1","1","10","","","","","","","1","2","8","","83","503454545"
"20232","R","전통시장","3130267","본동인정시장(기능상실)","1","1","10","","","","","","","1","2","8","","83","503454545"
"20233","R","전통시장","3130267","본동인정시장(기능상실)","1","1","10","","","","","","","1","2","8","","83","503454545"
"20231","R","전통시장","3130268","상도전통시장","14","83","55","","","","19","34","73","12","","","","58","199827025"
"20232","R","전통시장","3130268","상도전통시장","14","83","55","","","","19","34","73","12","","","","58","199827025"
"20233","R","전통시장","3130268","상도전통시장","14","83","55","","","","19","34","73","12","","","","58","199827025"
"20231","R","전통시장","3130182","영천시장","3","22","1","","","","6","13","4","","","","","35","127232063"
"20232","R","전통시장","3130182","영천시장","3","22","1","","","","6","13","4","","","","","35","127232063"
"20233","R","전통시장","3130182","영천시장","3","22","1","","","","6","13","4","","","","","35","127232063"
"20231","R","전통시장","3130183","상암동상점가","30","290","3","","","","87","135","65","3","3","","","28","170337366"
"20232","R","전통시장","3130183","상암동상점가","30","290","3","","","","87","135","65","3","3","","","28","170337366"
"20233","R","전통시장","3130183","상암동상점가","30","290","3","","","","87","135","65","3","3","","","28","170337366"
"20231","R","전통시장","3130109","묵1동도깨비시장","16","114","30","","","","31","94","19","","","","","51","148935151"
"20232","R","전통시장","3130109","묵1동도깨비시장","16","114","30","","","","31","94","19","","","","","51","148935151"
"20233","R","전통시장","3130109","묵1동도깨비시장","16","114","30","","","","31","94","19","","","","","51","148935151"
"20231","R","전통시장","3130110","면목골목시장(면목시장)","20","56","65","1","","","18","64","30","10","","","","66","158013402"
"20232","R","전통시장","3130110","면목골목시장(면목시장)","20","56","65","1","","","18","64","30","10","","","","66","158013402"
"20233","R","전통시장","3130110","면목골목시장(면목시장)","20","56","65","1","","","18","64","30","10","","","","66","158013402"
"20231","R","전통시장","3130111","동원전통종합시장(동원시장, 동원전통시장 상점가)","23","164","31","","","","13","130","52","","","","","52","165303896"
"20232","R","전통시장","3130111","동원전통종합시장(동원시장, 동원전통시장 상점가)","23","164","31","","","","13","130","52","","","","","52","165303896"
"20233","R","전통시장","3130111","동원전통종합시장(동원시장, 동원전통시장 상점가)","23","164","31","","","","13","130","52","","","","","52","165303896"
"20231","R","전통시장","3130185","망원월드컵시장","25","188","17","4","","","22","84","75","16","12","","","49","198435508"
"20232","R","전통시장","3130185","망원월드컵시장","25","188","17","4","","","22","84","75","16","12","","","49","198435508"
"20233","R","전통시장","3130185","망원월드컵시장","25","188","17","4","","","22","84","75","16","12","","","49","198435508"
"20231","R","전통시장","3130186","망원시장","48","310","92","","","","7","173","178","34","10","","","52","211119074"
"20232","R","전통시장","3130186","망원시장","48","310","92","","","","7","173","178","34","10","","","52","211119074"
"20233","R","전통시장","3130186","망원시장","48","310","92","","","","7","173","178","34","10","","","52","211119074"
"20231","R","전통시장","3130187","영진시장","3","29","11","","","","","11","27","2","","","","59","249143750"
"20232","R","전통시장","3130187","영진시장","3","29","11","","","","","11","27","2","","","","59","249143750"
"20233","R","전통시장","3130187","영진시장","3","29","11","","","","","11","27","2","","","","59","249143750"
"20231","R","전통시장","3130188","합정시장","1","7","5","","","","","","1","10","1","","","63","336416667"
"20232","R","전통시장","3130188","합정시장","1","7","5","","","","","","1","10","1","","","63","336416667"
"20233","R","전통시장","3130188","합정시장","1","7","5","","","","","","1","10","1","","","63","336416667"
"20231","R","전통시장","3130020","동묘시장(동묘벼룩시장)","2","24","","","","","12","12","","","","","","15","82816667"
"20232","R","전통시장","3130020","동묘시장(동묘벼룩시장)","2","24","","","","","12","12","","","","","","15","82816667"
"20233","R","전통시장","3130020","동묘시장(동묘벼룩시장)","2","24","","","","","12","12","","","","","","15","82816667"
"20231","R","전통시장","3130112","사가정시장","13","94","19","","","","11","71","19","","12","","","49","177495563"
"20232","R","전통시장","3130112","사가정시장","13","94","19","","","","11","71","19","","12","","","49","177495563"
"20233","R","전통시장","3130112","사가정시장","13","94","19","","","","11","71","19","","12","","","49","177495563"
"20231","R","전통시장","3130114","유영시장","2","11","3","","","","","4","10","","","","","60","191100000"
"20232","R","전통시장","3130114","유영시장","2","11","3","","","","","4","10","","","","","60","191100000"
"20233","R","전통시장","3130114","유영시장","2","11","3","","","","","4","10","","","","","60","191100000"
"20231","R","전통시장","3130115","우림골목시장","23","181","44","","","","44","161","20","","","","","49","140834189"
"20232","R","전통시장","3130115","우림골목시장","23","181","44","","","","44","161","20","","","","","49","140834189"
"20233","R","전통시장","3130115","우림골목시장","23","181","44","","","","44","161","20","","","","","49","140834189"
"20231","R","전통시장","3130116","동성타워프라자","1","8","4","","","","","","8","4","","","","67","275666667"
"20232","R","전통시장","3130116","동성타워프라자","1","8","4","","","","","","8","4","","","","67","275666667"
"20233","R","전통시장","3130116","동성타워프라자","1","8","4","","","","","","8","4","","","","67","275666667"
"20231","R","전통시장","3130117","정릉시장","19","167","18","","","","18","166","1","","","","","46","148085944"
"20232","R","전통시장","3130117","정릉시장","19","167","18","","","","18","166","1","","","","","46","148085944"
"20233","R","전통시장","3130117","정릉시장","19","167","18","","","","18","166","1","","","","","46","148085944"
"20231","R","전통시장","3130190","홍대소상공인상점가","7","57","6","","","","35","20","7","1","","","","35","137831259"
"20232","R","전통시장","3130190","홍대소상공인상점가","7","57","6","","","","35","20","7","1","","","","35","137831259"
"20233","R","전통시장","3130190","홍대소상공인상점가","7","57","6","","","","35","20","7","1","","","","35","137831259"
"20231","R","전통시장","3130264","상도약수골목형상점가","11","72","10","1","","","1","49","31","2","","","","54","210233333"
"20232","R","전통시장","3130264","상도약수골목형상점가","11","72","10","1","","","1","49","31","2","","","","54","210233333"
"20233","R","전통시장","3130264","상도약수골목형상점가","11","72","10","1","","","1","49","31","2","","","","54","210233333"
"20231","R","전통시장","3130001","통인시장","6","16","11","9","4","","3","10","5","7","10","1","4","79","299287626"
"20232","R","전통시장","3130001","통인시장","6","16","11","9","4","","3","10","5","7","10","1","4","79","299287626"
"20233","R","전통시장","3130001","통인시장","6","16","11","9","4","","3","10","5","7","10","1","4","79","299287626"
"20231","R","전통시장","3130002","세종마을음식문화거리(금천교시장)","8","24","21","7","","","","9","15","18","9","1","","71","298858631"
"20232","R","전통시장","3130002","세종마을음식문화거리(금천교시장)","8","24","21","7","","","","9","15","18","9","1","","71","298858631"
"20233","R","전통시장","3130002","세종마을음식문화거리(금천교시장)","8","24","21","7","","","","9","15","18","9","1","","71","298858631"
"20231","R","전통시장","3130103","이경시장","2","17","5","","","","","","","18","3","1","","63","354363636"
"20232","R","전통시장","3130103","이경시장","2","17","5","","","","","","","18","3","1","","63","354363636"
"20233","R","전통시장","3130103","이경시장","2","17","5","","","","","","","18","3","1","","63","354363636"
"20231","R","전통시장","3130104","전곡시장","4","25","7","","","","","1","31","","","","","62","220650000"
"20233","R","전통시장","3130104","전곡시장","4","25","7","","","","","1","31","","","","","62","220650000"
"20231","R","전통시장","3130105","장미제일시장(중화동제일시장)","9","84","4","","","","1","53","34","","","","","43","180978788"
"20232","R","전통시장","3130105","장미제일시장(중화동제일시장)","9","84","4","","","","1","53","34","","","","","43","180978788"
"20233","R","전통시장","3130105","장미제일시장(중화동제일시장)","9","84","4","","","","1","53","34","","","","","43","180978788"
"20231","R","전통시장","3130106","중랑동부시장","16","125","7","","","","31","88","13","","","","","39","154488244"
"20232","R","전통시장","3130106","중랑동부시장","16","125","7","","","","31","88","13","","","","","39","154488244"
"20233","R","전통시장","3130106","중랑동부시장","16","125","7","","","","31","88","13","","","","","39","154488244"
"20231","R","전통시장","3130107","중랑동부시장(중랑교종합상가)","4","30","","","","","4","25","1","","","","","33","142707143"
"20232","R","전통시장","3130107","중랑동부시장(중랑교종합상가)","4","30","","","","","4","25","1","","","","","33","142707143"
"20233","R","전통시장","3130107","중랑동부시장(중랑교종합상가)","4","30","","","","","4","25","1","","","","","33","142707143"
"20231","R","전통시장","3130108","태능엔터피아(태릉시장)","1","","12","","","","","","","12","","","","83","352000000"
"20232","R","전통시장","3130108","태능엔터피아(태릉시장)","1","","12","","","","","","","12","","","","83","352000000"
"20233","R","전통시장","3130108","태능엔터피아(태릉시장)","1","","12","","","","","","","12","","","","83","352000000"
"20231","R","전통시장","3130181","아현가구거리상점가","2","15","","","","","","2","10","1","2","","","32","296045455"
"20232","R","전통시장","3130181","아현가구거리상점가","2","15","","","","","","2","10","1","2","","","32","296045455"
"20233","R","전통시장","3130181","아현가구거리상점가","2","15","","","","","","2","10","1","2","","","32","296045455"
"20231","R","전통시장","3130118","정릉골 골목형상점가","16","77","64","","1","","10","123","8","1","","","","63","153628621"
"20232","R","전통시장","3130118","정릉골 골목형상점가","16","77","64","","1","","10","123","8","1","","","","63","153628621"
"20233","R","전통시장","3130118","정릉골 골목형상점가","16","77","64","","1","","10","123","8","1","","","","63","153628621"
"20231","R","전통시장","3130119","정릉아리랑시장","6","55","2","","","","11","33","13","","","","","45","144772165"
"20232","R","전통시장","3130119","정릉아리랑시장","6","55","2","","","","11","33","13","","","","","45","144772165"
"20233","R","전통시장","3130119","정릉아리랑시장","6","55","2","","","","11","33","13","","","","","45","144772165"
"20231","R","전통시장","3130194","용강동 상점가","4","34","43","21","","","","2","35","17","12","10","22","78","390172222"
"20232","R","전통시장","3130194","용강동 상점가","4","34","43","21","","","","2","35","17","12","10","22","78","390172222"
"20233","R","전통시장","3130194","용강동 상점가","4","34","43","21","","","","2","35","17","12","10","22","78","390172222"
"20231","R","전통시장","3130195","도화동 상점가","15","85","27","2","12","","2","53","17","29","1","","24","57","315800106"
"20232","R","전통시장","3130195","도화동 상점가","15","85","27","2","12","","2","53","17","29","1","","24","57","315800106"
"20233","R","전통시장","3130195","도화동 상점가","15","85","27","2","12","","2","53","17","29","1","","24","57","315800106"
"20231","R","전통시장","3130198","아현시장","5","25","7","","","","","3","27","2","","","","47","245230303"
"20232","R","전통시장","3130198","아현시장","5","25","7","","","","","3","27","2","","","","47","245230303"
"20233","R","전통시장","3130198","아현시장","5","25","7","","","","","3","27","2","","","","47","245230303"
"20231","R","전통시장","3130199","신월3동 골목시장","3","37","1","","","","6","31","1","","","","","48","132082222"
"20232","R","전통시장","3130199","신월3동 골목시장","3","37","1","","","","6","31","1","","","","","48","132082222"
"20233","R","전통시장","3130199","신월3동 골목시장","3","37","1","","","","6","31","1","","","","","48","132082222"
