기준_년분기_코드,상권_구분_코드,상권_구분_코드_명,상권배후지_코드,상권배후지_코드_명,아파트_단지_수,아파트_면적_66_제곱미터_미만_세대_수,아파트_면적_66_제곱미터_세대_수,아파트_면적_99_제곱미터_세대_수,아파트_면적_132_제곱미터_세대_수,아파트_면적_165_제곱미터_세대_수,아파트_가격_1_억_미만_세대_수,아파트_가격_1_억_세대_수,아파트_가격_2_억_세대_수,아파트_가격_3_억_세대_수,아파트_가격_4_억_세대_수,아파트_가격_5_억_세대_수,아파트_가격_6_억_이상_세대_수,아파트_평균_면적,아파트_평균_시가
20231,A,골목상권,3110763,영등포구청역 2번,29,151,131,8,1,0,16,38,77,4,28,40,88,57,384026596
20232,A,골목상권,3110763,영등포구청역 2번,29,151,131,8,1,0,16,38,77,4,28,40,88,57,384026596
20233,A,골목상권,3110763,영등포구청역 2번,29,151,131,8,1,0,16,38,77,4,28,40,88,57,384026596
20231,A,골목상권,3110764,문래역 3번,18,100,89,0,12,0,5,38,40,6,5,14,93,66,436397206
20232,A,골목상권,3110764,문래역 3번,18,100,89,0,12,0,5,38,40,6,5,14,93,66,436397206
20233,A,골목상권,3110742,KT금천빌딩(금천구시설관리공단),83,614,177,36,0,0,61,540,47,23,15,106,35,57,217552884
20231,A,골목상권,3110798,신풍역 2번,42,292,118,1,0,0,29,90,70,14,39,94,75,57,353247776
20232,A,골목상권,3110798,신풍역 2번,42,292,118,1,0,0,29,90,70,14,39,94,75,57,353247776
20233,A,골목상권,3110798,신풍역 2번,42,292,118,1,0,0,29,90,70,14,39,94,75,57,353247776
20231,A,골목상권,3110765,문래동사거리,25,136,67,3,4,0,2,137,35,0,10,2,24,61,230408182
20232,A,골목상권,3110765,문래동사거리,25,136,67,3,4,0,2,137,35,0,10,2,24,61,230408182
20233,A,골목상권,3110765,문래동사거리,25,136,67,3,4,0,2,137,35,0,10,2,24,61,230408182
20231,A,골목상권,3110766,대림역 5번,130,930,225,3,1,0,346,528,136,79,70,0,0,48,157261467
20232,A,골목상권,3110766,대림역 5번,130,930,225,3,1,0,346,528,136,79,70,0,0,48,157261467
20233,A,골목상권,3110766,대림역 5번,130,930,225,3,1,0,346,528,136,79,70,0,0,48,157261467
20231,A,골목상권,3110767,도림동주민센터,53,270,200,15,16,0,15,243,78,10,27,58,70,64,273957929
20232,A,골목상권,3110767,도림동주민센터,53,270,200,15,16,0,15,243,78,10,27,58,70,64,273957929
20233,A,골목상권,3110767,도림동주민센터,53,270,200,15,16,0,15,243,78,10,27,58,70,64,273957929
20231,A,골목상권,3110600,신월7동주민센터,573,4466,408,7,1,0,3008,1436,232,186,20,0,0,44,108211450
20232,A,골목상권,3110600,신월7동주민센터,573,4466,408,7,1,0,3008,1436,232,186,20,0,0,44,108211450
20233,A,골목상권,3110600,신월7동주민센터,573,4466,408,7,1,0,3008,1436,232,186,20,0,0,44,108211450
20231,A,골목상권,3110466,구산역 2번,550,3664,1040,18,0,2,719,3204,750,45,6,0,0,53,153958710
20232,A,골목상권,3110466,구산역 2번,550,3664,1040,18,0,2,719,3204,750,45,6,0,0,53,153958710
20233,A,골목상권,3110466,구산역 2번,550,3664,1040,18,0,2,719,3204,750,45,6,0,0,53,153958710
20231,A,골목상권,3110467,은평요양병원,351,2358,640,17,1,0,451,1784,579,162,28,12,0,53,173178512
20232,A,골목상권,3110467,은평요양병원,351,2358,640,17,1,0,451,1784,579,162,28,12,0,53,173178512
20233,A,골목상권,3110467,은평요양병원,351,2358,640,17,1,0,451,1784,579,162,28,12,0,53,173178512
20231,A,골목상권,3110514,서대문우체국,140,1033,224,49,5,1,418,539,226,38,17,39,35,50,178115187
20232,A,골목상권,3110514,서대문우체국,140,1033,224,49,5,1,418,539,226,38,17,39,35,50,178115187
20233,A,골목상권,3110514,서대문우체국,140,1033,224,49,5,1,418,539,226,38,17,39,35,50,178115187
20231,A,골목상권,3110650,우장산힐스테이트,126,587,654,146,4,0,97,417,175,160,57,53,432,67,378785034
20232,A,골목상권,3110650,우장산힐스테이트,126,587,654,146,4,0,97,417,175,160,57,53,432,67,378785034
20233,A,골목상권,3110650,우장산힐스테이트,126,587,654,146,4,0,97,417,175,160,57,53,432,67,378785034
20231,A,골목상권,3110651,화원중학교,712,5780,918,34,1,0,1034,5327,290,33,49,0,0,50,137154292
20232,A,골목상권,3110651,화원중학교,712,5780,918,34,1,0,1034,5327,290,33,49,0,0,50,137154292
20233,A,골목상권,3110651,화원중학교,712,5780,918,34,1,0,1034,5327,290,33,49,0,0,50,137154292
20231,A,골목상권,3110652,양천향교역 2번,68,410,168,27,60,0,62,311,126,34,15,29,88,60,255696060
20232,A,골목상권,3110652,양천향교역 2번,68,410,168,27,60,0,62,311,126,34,15,29,88,60,255696060
20233,A,골목상권,3110652,양천향교역 2번,68,410,168,27,60,0,62,311,126,34,15,29,88,60,255696060
20231,A,골목상권,3110799,영등포본동주민센터,67,467,79,11,0,0,66,310,136,9,2,30,4,52,187978490
20232,A,골목상권,3110799,영등포본동주민센터,67,467,79,11,0,0,66,310,136,9,2,30,4,52,187978490
20233,A,골목상권,3110799,영등포본동주민센터,67,467,79,11,0,0,66,310,136,9,2,30,4,52,187978490
20231,A,골목상권,3110800,영등포동성당,27,208,55,2,0,0,49,124,59,11,0,0,22,40,222715629
20232,A,골목상권,3110800,영등포동성당,27,208,55,2,0,0,49,124,59,11,0,0,22,40,222715629
20233,A,골목상권,3110800,영등포동성당,27,208,55,2,0,0,49,124,59,11,0,0,22,40,222715629
20231,A,골목상권,3110801,신풍역 6번(신길6동공영주차장),32,203,107,59,0,0,0,0,0,0,32,153,184,69,708953717
20232,A,골목상권,3110801,신풍역 6번(신길6동공영주차장),32,203,107,59,0,0,0,0,0,0,32,153,184,69,708953717
20233,A,골목상권,3110801,신풍역 6번(신길6동공영주차장),32,203,107,59,0,0,0,0,0,0,32,153,184,69,708953717
20231,A,골목상권,3110802,신길동홍어거리,76,560,91,12,0,0,16,368,227,24,12,8,8,48,203904719
20232,A,골목상권,3110802,신길동홍어거리,76,560,91,12,0,0,16,368,227,24,12,8,8,48,203904719
20233,A,골목상권,3110802,신길동홍어거리,76,560,91,12,0,0,16,368,227,24,12,8,8,48,203904719
20231,A,골목상권,3110601,신월1동우편취급국,401,3439,508,9,2,0,995,2588,256,100,19,0,0,49,132158616
20232,A,골목상권,3110601,신월1동우편취급국,401,3439,508,9,2,0,995,2588,256,100,19,0,0,49,132158616
20233,A,골목상권,3110601,신월1동우편취급국,401,3439,508,9,2,0,995,2588,256,100,19,0,0,49,132158616
20231,A,골목상권,3110602,신월시영아파트중문,329,2205,449,32,0,0,1497,720,279,177,8,5,0,47,119250989
20232,A,골목상권,3110602,신월시영아파트중문,329,2205,449,32,0,0,1497,720,279,177,8,5,0,47,119250989
20233,A,골목상권,3110602,신월시영아파트중문,329,2205,449,32,0,0,1497,720,279,177,8,5,0,47,119250989
20231,A,골목상권,3110603,지향초등학교,132,842,405,105,0,0,416,231,169,109,122,143,162,59,266064468
20232,A,골목상권,3110603,지향초등학교,132,842,405,105,0,0,416,231,169,109,122,143,162,59,266064468
20233,A,골목상권,3110603,지향초등학교,132,842,405,105,0,0,416,231,169,109,122,143,162,59,266064468
20231,A,골목상권,3110660,등촌3동주민센터,124,832,346,112,42,24,54,401,217,117,193,105,269,65,340240742
20232,A,골목상권,3110660,등촌3동주민센터,124,832,346,112,42,24,54,401,217,117,193,105,269,65,340240742
20233,A,골목상권,3110660,등촌3동주민센터,124,832,346,112,42,24,54,401,217,117,193,105,269,65,340240742
20231,A,골목상권,3110778,구로디지털단지역 4번,143,952,338,23,28,0,215,678,190,32,42,134,50,55,203464688
20232,A,골목상권,3110778,구로디지털단지역 4번,143,952,338,23,28,0,215,678,190,32,42,134,50,55,203464688
20233,A,골목상권,3110778,구로디지털단지역 4번,143,952,338,23,28,0,215,678,190,32,42,134,50,55,203464688
20231,A,골목상권,3110779,대림갑을명가아파트,48,282,152,18,0,0,36,163,75,57,85,36,0,58,242315383
20232,A,골목상권,3110779,대림갑을명가아파트,48,282,152,18,0,0,36,163,75,57,85,36,0,58,242315383
20233,A,골목상권,3110779,대림갑을명가아파트,48,282,152,18,0,0,36,163,75,57,85,36,0,58,242315383
20231,A,골목상권,3110611,신정역 1번,505,3517,1075,44,6,0,655,3157,696,124,10,0,0,52,152331239
20232,A,골목상권,3110611,신정역 1번,505,3517,1075,44,6,0,655,3157,696,124,10,0,0,52,152331239
20233,A,골목상권,3110611,신정역 1번,505,3517,1075,44,6,0,655,3157,696,124,10,0,0,52,152331239
20231,A,골목상권,3110784,신대림초등학교,76,458,186,6,0,0,106,364,85,20,19,21,35,52,184732085
20232,A,골목상권,3110784,신대림초등학교,76,458,186,6,0,0,106,364,85,20,19,21,35,52,184732085
20233,A,골목상권,3110784,신대림초등학교,76,458,186,6,0,0,106,364,85,20,19,21,35,52,184732085
20231,A,골목상권,3110785,영등포푸르지오아파트,125,652,455,7,2,0,54,457,199,22,24,30,330,58,310123091
20232,A,골목상권,3110785,영등포푸르지오아파트,125,652,455,7,2,0,54,457,199,22,24,30,330,58,310123091
20233,A,골목상권,3110785,영등포푸르지오아파트,125,652,455,7,2,0,54,457,199,22,24,30,330,58,310123091
20231,A,골목상권,3110617,등촌역 4번,357,2632,557,73,21,4,309,2131,498,38,38,38,235,53,194884939
20232,A,골목상권,3110617,등촌역 4번,357,2632,557,73,21,4,309,2131,498,38,38,38,235,53,194884939
20233,A,골목상권,3110617,등촌역 4번,357,2632,557,73,21,4,309,2131,498,38,38,38,235,53,194884939
20231,A,골목상권,3110618,강서고등학교,476,3310,806,101,24,3,413,2867,548,126,74,50,166,53,184411413
20232,A,골목상권,3110618,강서고등학교,476,3310,806,101,24,3,413,2867,548,126,74,50,166,53,184411413
20233,A,골목상권,3110618,강서고등학교,476,3310,806,101,24,3,413,2867,548,126,74,50,166,53,184411413
20231,A,골목상권,3110619,목4동주민센터,173,1085,381,68,47,4,176,837,154,51,42,15,310,58,274932614
20232,A,골목상권,3110619,목4동주민센터,173,1085,381,68,47,4,176,837,154,51,42,15,310,58,274932614
20233,A,골목상권,3110619,목4동주민센터,173,1085,381,68,47,4,176,837,154,51,42,15,310,58,274932614
20231,A,골목상권,3110632,방화역 3번,129,864,390,41,18,0,174,620,127,178,161,41,12,57,210571451
20232,A,골목상권,3110632,방화역 3번,129,864,390,41,18,0,174,620,127,178,161,41,12,57,210571451
20233,A,골목상권,3110632,방화역 3번,129,864,390,41,18,0,174,620,127,178,161,41,12,57,210571451
20231,A,골목상권,3110633,개화산역 1번,114,781,387,36,0,0,163,640,110,123,143,13,12,57,197250739
20232,A,골목상권,3110633,개화산역 1번,114,781,387,36,0,0,163,640,110,123,143,13,12,57,197250739
20233,A,골목상권,3110633,개화산역 1번,114,781,387,36,0,0,163,640,110,123,143,13,12,57,197250739
20231,A,골목상권,3110634,송정역 3번,312,2578,349,5,1,0,627,2010,141,21,22,2,110,43,154837575
20232,A,골목상권,3110634,송정역 3번,312,2578,349,5,1,0,627,2010,141,21,22,2,110,43,154837575
20233,A,골목상권,3110634,송정역 3번,312,2578,349,5,1,0,627,2010,141,21,22,2,110,43,154837575
20231,A,골목상권,3110661,강서새말어린이공원,151,1063,286,52,24,12,210,937,84,45,70,19,72,58,185812314
20232,A,골목상권,3110661,강서새말어린이공원,151,1063,286,52,24,12,210,937,84,45,70,19,72,58,185812314
20233,A,골목상권,3110661,강서새말어린이공원,151,1063,286,52,24,12,210,937,84,45,70,19,72,58,185812314
20231,A,골목상권,3110662,까치산역 1번,1218,9514,1409,29,4,0,2076,8463,338,66,13,0,0,51,130654208
20232,A,골목상권,3110662,까치산역 1번,1218,9514,1409,29,4,0,2076,8463,338,66,13,0,0,51,130654208
20233,A,골목상권,3110662,까치산역 1번,1218,9514,1409,29,4,0,2076,8463,338,66,13,0,0,51,130654208
20231,A,골목상권,3110718,한국SGI본부,59,243,261,68,52,24,92,52,72,74,75,105,178,74,382167448
20232,A,골목상권,3110718,한국SGI본부,59,243,261,68,52,24,92,52,72,74,75,105,178,74,382167448
20233,A,골목상권,3110718,한국SGI본부,59,243,261,68,52,24,92,52,72,74,75,105,178,74,382167448
20231,A,골목상권,3110745,독산동정훈단지,283,2256,304,3,1,0,384,2079,101,0,0,0,0,51,134172286
20232,A,골목상권,3110745,독산동정훈단지,283,2256,304,3,1,0,384,2079,101,0,0,0,0,51,134172286
20233,A,골목상권,3110745,독산동정훈단지,283,2256,304,3,1,0,384,2079,101,0,0,0,0,51,134172286
20231,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),144,1324,131,13,0,0,163,1156,141,8,0,0,0,47,149442189
20232,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),144,1324,131,13,0,0,163,1156,141,8,0,0,0,47,149442189
20233,A,골목상권,3110746,금천금빛공원(은행나무사거리서측),144,1324,131,13,0,0,163,1156,141,8,0,0,0,47,149442189
20231,A,골목상권,3110747,석수역 1번 출입구,72,762,211,1,0,0,6,645,307,16,0,0,0,54,181627378
20232,A,골목상권,3110747,석수역 1번 출입구,72,762,211,1,0,0,6,645,307,16,0,0,0,54,181627378
20233,A,골목상권,3110747,석수역 1번 출입구,72,762,211,1,0,0,6,645,307,16,0,0,0,54,181627378
20231,A,골목상권,3110675,화곡4동주민센터,622,4879,738,69,0,1,786,4208,509,85,57,42,0,50,146601924
20232,A,골목상권,3110675,화곡4동주민센터,622,4879,738,69,0,1,786,4208,509,85,57,42,0,50,146601924
20233,A,골목상권,3110675,화곡4동주민센터,622,4879,738,69,0,1,786,4208,509,85,57,42,0,50,146601924
20231,A,골목상권,3110676,등촌역 7번,292,2297,363,31,3,0,360,1579,583,112,47,13,0,48,173212402
20232,A,골목상권,3110676,등촌역 7번,292,2297,363,31,3,0,360,1579,583,112,47,13,0,48,173212402
20233,A,골목상권,3110676,등촌역 7번,292,2297,363,31,3,0,360,1579,583,112,47,13,0,48,173212402
20231,A,골목상권,3110677,등촌역 1번,131,882,549,34,13,0,120,527,162,94,209,245,121,59,298623452
20232,A,골목상권,3110677,등촌역 1번,131,882,549,34,13,0,120,527,162,94,209,245,121,59,298623452
20233,A,골목상권,3110677,등촌역 1번,131,882,549,34,13,0,120,527,162,94,209,245,121,59,298623452
20231,A,골목상권,3110678,염창무학아파트,70,371,334,39,44,4,28,171,41,56,117,153,226,69,421937912
20232,A,골목상권,3110678,염창무학아파트,70,371,334,39,44,4,28,171,41,56,117,153,226,69,421937912
20233,A,골목상권,3110678,염창무학아파트,70,371,334,39,44,4,28,171,41,56,117,153,226,69,421937912
20231,A,골목상권,3110679,염창역 2번,104,596,321,63,51,4,64,332,135,60,61,135,248,62,338939505
20232,A,골목상권,3110679,염창역 2번,104,596,321,63,51,4,64,332,135,60,61,135,248,62,338939505
20233,A,골목상권,3110679,염창역 2번,104,596,321,63,51,4,64,332,135,60,61,135,248,62,338939505
20231,A,골목상권,3110680,온수역 5번(온수산업단지),108,1035,223,63,12,0,107,817,252,19,112,18,8,59,189811595
20232,A,골목상권,3110680,온수역 5번(온수산업단지),108,1035,223,63,12,0,107,817,252,19,112,18,8,59,189811595
20233,A,골목상권,3110680,온수역 5번(온수산업단지),108,1035,223,63,12,0,107,817,252,19,112,18,8,59,189811595
20231,A,골목상권,3110689,오류동역 3번,191,1382,373,112,21,0,329,1102,185,256,16,0,0,56,160760356
20232,A,골목상권,3110689,오류동역 3번,191,1382,373,112,21,0,329,1102,185,256,16,0,0,56,160760356
20233,A,골목상권,3110689,오류동역 3번,191,1382,373,112,21,0,329,1102,185,256,16,0,0,56,160760356
20231,A,골목상권,3110690,오류2동버들시장,255,2086,742,30,13,0,424,1407,390,220,383,47,0,54,191287249
20232,A,골목상권,3110690,오류2동버들시장,255,2086,742,30,13,0,424,1407,390,220,383,47,0,54,191287249
20233,A,골목상권,3110690,오류2동버들시장,255,2086,742,30,13,0,424,1407,390,220,383,47,0,54,191287249
20231,A,골목상권,3110691,개봉중학교,204,1603,228,7,20,0,456,1164,127,39,28,44,0,52,142488944
20232,A,골목상권,3110691,개봉중학교,204,1603,228,7,20,0,456,1164,127,39,28,44,0,52,142488944
20233,A,골목상권,3110691,개봉중학교,204,1603,228,7,20,0,456,1164,127,39,28,44,0,52,142488944
20231,A,골목상권,3110719,영서중학교,67,460,162,70,0,0,108,102,72,112,108,146,44,61,302603957
20232,A,골목상권,3110719,영서중학교,67,460,162,70,0,0,108,102,72,112,108,146,44,61,302603957
20233,A,골목상권,3110719,영서중학교,67,460,162,70,0,0,108,102,72,112,108,146,44,61,302603957
20231,A,골목상권,3110720,대림역 2번,149,979,286,20,1,0,405,450,209,96,100,26,0,51,160298123
20232,A,골목상권,3110720,대림역 2번,149,979,286,20,1,0,405,450,209,96,100,26,0,51,160298123
20233,A,골목상권,3110720,대림역 2번,149,979,286,20,1,0,405,450,209,96,100,26,0,51,160298123
20231,A,골목상권,3110721,가리봉파출소,137,840,166,4,5,22,253,633,73,14,45,12,7,61,178426291
20232,A,골목상권,3110721,가리봉파출소,137,840,166,4,5,22,253,633,73,14,45,12,7,61,178426291
20233,A,골목상권,3110721,가리봉파출소,137,840,166,4,5,22,253,633,73,14,45,12,7,61,178426291
20231,A,골목상권,3110768,도림2동유수지내체육시설,105,641,255,16,16,0,100,437,95,15,72,133,76,58,239928219
20232,A,골목상권,3110768,도림2동유수지내체육시설,105,641,255,16,16,0,100,437,95,15,72,133,76,58,239928219
20233,A,골목상권,3110768,도림2동유수지내체육시설,105,641,255,16,16,0,100,437,95,15,72,133,76,58,239928219
20231,A,골목상권,3110817,대방역 4번,99,650,252,33,1,0,104,280,300,51,84,58,59,52,255905101
20232,A,골목상권,3110817,대방역 4번,99,650,252,33,1,0,104,280,300,51,84,58,59,52,255905101
20233,A,골목상권,3110817,대방역 4번,99,650,252,33,1,0,104,280,300,51,84,58,59,52,255905101
20231,A,골목상권,3110818,신대방역 3번,75,505,156,21,16,0,77,219,198,71,50,36,47,52,255718528
20232,A,골목상권,3110818,신대방역 3번,75,505,156,21,16,0,77,219,198,71,50,36,47,52,255718528
20233,A,골목상권,3110818,신대방역 3번,75,505,156,21,16,0,77,219,198,71,50,36,47,52,255718528
20231,A,골목상권,3110819,신대방역 4번,168,1001,357,88,73,0,174,512,395,85,47,83,223,58,271921021
20232,A,골목상권,3110819,신대방역 4번,168,1001,357,88,73,0,174,512,395,85,47,83,223,58,271921021
20233,A,골목상권,3110819,신대방역 4번,168,1001,357,88,73,0,174,512,395,85,47,83,223,58,271921021
20231,A,골목상권,3110820,성남고등학교,141,747,468,23,39,24,57,434,547,97,14,56,96,63,263754720
20232,A,골목상권,3110820,성남고등학교,141,747,468,23,39,24,57,434,547,97,14,56,96,63,263754720
20233,A,골목상권,3110820,성남고등학교,141,747,468,23,39,24,57,434,547,97,14,56,96,63,263754720
20231,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),118,1091,166,5,0,0,173,868,146,43,11,19,2,46,163234573
20232,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),118,1091,166,5,0,0,173,868,146,43,11,19,2,46,163234573
20233,A,골목상권,3110730,서울축산농협 독산역지점(독산파출소),118,1091,166,5,0,0,173,868,146,43,11,19,2,46,163234573
20231,A,골목상권,3110731,금천구청역 1번 출입구,86,611,214,1,0,0,66,482,120,59,31,45,23,54,201659571
20232,A,골목상권,3110731,금천구청역 1번 출입구,86,611,214,1,0,0,66,482,120,59,31,45,23,54,201659571
20233,A,골목상권,3110731,금천구청역 1번 출입구,86,611,214,1,0,0,66,482,120,59,31,45,23,54,201659571
20231,A,골목상권,3110732,가산초등학교(세일중학교),154,1281,337,14,8,4,228,1064,197,42,112,1,0,51,177714121
20232,A,골목상권,3110732,가산초등학교(세일중학교),154,1281,337,14,8,4,228,1064,197,42,112,1,0,51,177714121
20233,A,골목상권,3110732,가산초등학교(세일중학교),154,1281,337,14,8,4,228,1064,197,42,112,1,0,51,177714121
20231,A,골목상권,3110743,시흥초등학교(시흥1동우체국),271,2345,310,2,0,0,312,2159,174,12,0,0,0,49,144162574
20232,A,골목상권,3110743,시흥초등학교(시흥1동우체국),271,2345,310,2,0,0,312,2159,174,12,0,0,0,49,144162574
20233,A,골목상권,3110743,시흥초등학교(시흥1동우체국),271,2345,310,2,0,0,312,2159,174,12,0,0,0,49,144162574
20231,A,골목상권,3110744,독산동성당,428,3236,807,53,0,0,557,3065,459,15,0,0,0,53,144806178
20232,A,골목상권,3110744,독산동성당,428,3236,807,53,0,0,557,3065,459,15,0,0,0,53,144806178
20233,A,골목상권,3110744,독산동성당,428,3236,807,53,0,0,557,3065,459,15,0,0,0,53,144806178
20231,A,골목상권,3110769,대림차이나타운(대림역 12번),106,743,80,11,0,0,278,447,26,31,38,14,0,52,136550256
20232,A,골목상권,3110769,대림차이나타운(대림역 12번),106,743,80,11,0,0,278,447,26,31,38,14,0,52,136550256
20233,A,골목상권,3110769,대림차이나타운(대림역 12번),106,743,80,11,0,0,278,447,26,31,38,14,0,52,136550256
20231,A,골목상권,3110770,영등포구청역 6번,76,539,176,47,17,0,45,235,171,2,69,51,206,51,343304986
20232,A,골목상권,3110770,영등포구청역 6번,76,539,176,47,17,0,45,235,171,2,69,51,206,51,343304986
20233,A,골목상권,3110770,영등포구청역 6번,76,539,176,47,17,0,45,235,171,2,69,51,206,51,343304986
20231,A,골목상권,3110771,대림역 11번,51,330,64,5,0,0,97,273,29,0,0,0,0,51,134908883
20232,A,골목상권,3110771,대림역 11번,51,330,64,5,0,0,97,273,29,0,0,0,0,51,134908883
20233,A,골목상권,3110771,대림역 11번,51,330,64,5,0,0,97,273,29,0,0,0,0,51,134908883
20231,A,골목상권,3110772,신우어린이공원,92,665,147,3,0,0,101,422,121,19,58,84,10,53,203199496
20232,A,골목상권,3110772,신우어린이공원,92,665,147,3,0,0,101,422,121,19,58,84,10,53,203199496
20233,A,골목상권,3110772,신우어린이공원,92,665,147,3,0,0,101,422,121,19,58,84,10,53,203199496
20231,A,골목상권,3110773,당산역 13번,36,321,32,6,0,0,50,184,82,7,11,16,9,42,203211881
20232,A,골목상권,3110773,당산역 13번,36,321,32,6,0,0,50,184,82,7,11,16,9,42,203211881
20233,A,골목상권,3110773,당산역 13번,36,321,32,6,0,0,50,184,82,7,11,16,9,42,203211881
20231,A,골목상권,3110639,신방화역 8번,167,1141,377,64,0,0,107,687,338,200,71,3,176,54,270204547
20232,A,골목상권,3110639,신방화역 8번,167,1141,377,64,0,0,107,687,338,200,71,3,176,54,270204547
20233,A,골목상권,3110639,신방화역 8번,167,1141,377,64,0,0,107,687,338,200,71,3,176,54,270204547
20231,A,골목상권,3110640,방화역 1번,117,609,358,125,116,0,95,485,109,129,198,192,0,67,260340587
20232,A,골목상권,3110640,방화역 1번,117,609,358,125,116,0,95,485,109,129,198,192,0,67,260340587
20233,A,골목상권,3110640,방화역 1번,117,609,358,125,116,0,95,485,109,129,198,192,0,67,260340587
20231,A,골목상권,3110641,공항고등학교,109,839,316,22,0,0,125,501,112,150,160,120,9,53,240659744
20232,A,골목상권,3110641,공항고등학교,109,839,316,22,0,0,125,501,112,150,160,120,9,53,240659744
20233,A,골목상권,3110641,공항고등학교,109,839,316,22,0,0,125,501,112,150,160,120,9,53,240659744
20231,A,골목상권,3110642,정곡초등학교,54,355,149,14,12,0,60,229,103,105,13,20,0,58,201194590
20232,A,골목상권,3110642,정곡초등학교,54,355,149,14,12,0,60,229,103,105,13,20,0,58,201194590
20233,A,골목상권,3110642,정곡초등학교,54,355,149,14,12,0,60,229,103,105,13,20,0,58,201194590
20231,A,골목상권,3110786,당산역 8번,73,466,104,106,55,0,17,288,119,35,12,16,244,62,452595665
20232,A,골목상권,3110786,당산역 8번,73,466,104,106,55,0,17,288,119,35,12,16,244,62,452595665
20233,A,골목상권,3110786,당산역 8번,73,466,104,106,55,0,17,288,119,35,12,16,244,62,452595665
20231,A,골목상권,3110787,신길3동주민센터,89,556,211,6,0,0,49,320,170,3,26,26,179,54,293977346
20232,A,골목상권,3110787,신길3동주민센터,89,556,211,6,0,0,49,320,170,3,26,26,179,54,293977346
20233,A,골목상권,3110787,신길3동주민센터,89,556,211,6,0,0,49,320,170,3,26,26,179,54,293977346
20231,A,골목상권,3110788,영등포시장역 3번,31,210,93,4,0,0,23,122,51,23,7,3,78,51,344295816
20232,A,골목상권,3110788,영등포시장역 3번,31,210,93,4,0,0,23,122,51,23,7,3,78,51,344295816
20233,A,골목상권,3110788,영등포시장역 3번,31,210,93,4,0,0,23,122,51,23,7,3,78,51,344295816
20231,A,골목상권,3110789,대림성모병원,91,502,259,40,42,0,109,341,142,10,29,64,148,59,261336346
20232,A,골목상권,3110789,대림성모병원,91,502,259,40,42,0,109,341,142,10,29,64,148,59,261336346
20233,A,골목상권,3110789,대림성모병원,91,502,259,40,42,0,109,341,142,10,29,64,148,59,261336346
20231,A,골목상권,3110810,영신초등학교,134,916,304,31,0,0,57,530,446,45,57,116,0,51,227269442
20232,A,골목상권,3110810,영신초등학교,134,916,304,31,0,0,57,530,446,45,57,116,0,51,227269442
20233,A,골목상권,3110810,영신초등학교,134,916,304,31,0,0,57,530,446,45,57,116,0,51,227269442
20231,A,골목상권,3110811,보라매역 4번,90,511,238,16,9,2,50,389,174,58,3,18,84,56,253744203
20232,A,골목상권,3110811,보라매역 4번,90,511,238,16,9,2,50,389,174,58,3,18,84,56,253744203
20233,A,골목상권,3110811,보라매역 4번,90,511,238,16,9,2,50,389,174,58,3,18,84,56,253744203
20231,A,골목상권,3110812,신길6동주민센터,96,547,247,40,9,2,46,368,216,62,15,58,80,59,252728023
20232,A,골목상권,3110812,신길6동주민센터,96,547,247,40,9,2,46,368,216,62,15,58,80,59,252728023
20233,A,골목상권,3110812,신길6동주민센터,96,547,247,40,9,2,46,368,216,62,15,58,80,59,252728023
20231,A,골목상권,3110604,신월4동주민센터,474,3463,1161,24,0,0,1500,2321,441,232,135,19,0,52,139687893
20232,A,골목상권,3110604,신월4동주민센터,474,3463,1161,24,0,0,1500,2321,441,232,135,19,0,52,139687893
20233,A,골목상권,3110604,신월4동주민센터,474,3463,1161,24,0,0,1500,2321,441,232,135,19,0,52,139687893
20231,A,골목상권,3110605,목동센트럴아이파크앞,195,1190,568,47,0,0,739,371,281,55,97,117,145,54,203978061
20232,A,골목상권,3110605,목동센트럴아이파크앞,195,1190,568,47,0,0,739,371,281,55,97,117,145,54,203978061
20233,A,골목상권,3110605,목동센트럴아이파크앞,195,1190,568,47,0,0,739,371,281,55,97,117,145,54,203978061
20231,A,골목상권,3110606,신한은행 신월동지점,385,2342,1263,66,1,0,896,1720,556,151,138,91,120,56,175338342
20232,A,골목상권,3110606,신한은행 신월동지점,385,2342,1263,66,1,0,896,1720,556,151,138,91,120,56,175338342
20233,A,골목상권,3110606,신한은행 신월동지점,385,2342,1263,66,1,0,896,1720,556,151,138,91,120,56,175338342
20231,A,골목상권,3110607,금빛새마을금고본점,166,1054,659,35,1,0,150,660,316,190,153,101,179,59,267549625
20232,A,골목상권,3110607,금빛새마을금고본점,166,1054,659,35,1,0,150,660,316,190,153,101,179,59,267549625
20233,A,골목상권,3110607,금빛새마을금고본점,166,1054,659,35,1,0,150,660,316,190,153,101,179,59,267549625
20231,A,골목상권,3110697,개봉3동주민센터,225,1728,385,23,0,0,226,1595,127,110,78,0,0,54,160894706
20232,A,골목상권,3110697,개봉3동주민센터,225,1728,385,23,0,0,226,1595,127,110,78,0,0,54,160894706
20233,A,골목상권,3110697,개봉3동주민센터,225,1728,385,23,0,0,226,1595,127,110,78,0,0,54,160894706
20231,A,골목상권,3110698,개웅초등학교(개웅중학교),594,4611,1093,19,0,0,672,4595,360,51,45,0,0,54,150651917
